given_name_A,surname_A,street_number_A,address_1_A,address_2_A,suburb_A,postcode_A,state_A,date_of_birth_A,soc_sec_id_A,given_name_B,surname_B,street_number_B,address_1_B,address_2_B,suburb_B,postcode_B,state_B,date_of_birth_B,soc_sec_id_B,match
connor,lowe,50.0,augustus close,corunna,west lakes shore,2071,nsw,19611015.0,1592036,connor,lowe,50.0,augustus close,corunna,west lakes shore,2017,nsw,19611015.0,1592036,1
olivia,moody,10.0,mimosa close,bowillia court,hahndorf,7316,nsw,19620505.0,4040256,olivia,moody,10.0,,bowillia xourt,hahndorf,7316,nsw,19620505.0,4040256,1
lachlan,pascoe,5.0,hodgson crescent,inishmore,toowong,2766,vic,19470107.0,1606779,lachlan,rya,21.0,alberga street,tatrha,forest hill,3150,qld,19070322.0,9772701,0
bailey,garcia,2.0,archibald street,kimberley,banyo,3071,act,19351102.0,2638117,bailey,garcia,2.0,archibald street,kimberley,swan view,3071,act,19351102.0,2638117,1
madeline,hage,15.0,banner street,oreel,bayswater,4860,nsw,19640929.0,6710911,madeline,jolly,6.0,,crown allot,lilli pilli,2546,nsw,19280509.0,8473152,0
thomas,wyllie,512.0,brand street,ferndale,rossmoyne,5042,vic,19040823.0,9017484,thomas,fogliano,522.0,hawdon rtreet,francis c hambers,bonville,6617,qld,19290927.0,3505678,0
,ongkiko,15.0,murray crescent,rowethorpe,corowa,6156,nsw,19740627.0,8899763,,durban,63.0,ormond street,,narrogin,3284,vic,19010130.0,3247158,0
,papageorgiou,22.0,wisdom place,lazee m,smithfield plains,2350,nsw,19070623.0,4609745,,lodge,,forbess treet,glen alvie rsd,birkdale,5118,nsw,19691225.0,7105186,0
,manzie,33.0,hemmant street,lasswade,ormond,3150,qld,19560714.0,7289058,,nabialek,,warby place,somerset cottage,margaret river,2224,sa,19191126.0,2473424,0
harrison,stirland-mitchell,176.0,badimara street,wirreanda vlge,port augusta,2196,qld,19040106.0,3551585,harrison,stirland-mitchell,176.0,badimars street,wirreanda vlge,port augusta,2196,qld,19040106.0,3551585,1
georgia,dasilva,29.0,trumble street,willaroo,bayswater north,7320,vic,19591226.0,6737283,georgia,campbmell,20.0,balsillie crescent,glen mia,loganlea,3806,wa,19280823.0,1041041,0
hannah,miles,1.0,majura avenue,locn 2916,kialla,2617,qld,19100504.0,1629688,hannah,miles,1.0,majura avenue,locn 2916,kiall,2617,qld,19930602.0,1629688,1
dylan,blacklow,7.0,stenhouse close,flr 5 john flynn medical centre,vermont,2538,nsw,19390222.0,8225337,dylan,blacklow,100.0,stenhouse close,flr 5 john flynn medical centre,vermony,2538,nsw,19399222.0,8225337,1
timothy,webb,23.0,tom roberts avenue,cathederal place,padstow heights,2193,nsw,19270531.0,2303333,tegan,whitelley,7.0,casuarina street,retiremen tvillage,oakleigh,5111,nsw,19440305.0,6180156,0
sienna,cacciotti,57.0,nullagine street,avonlea park rmb 4045,parkinson,3168,qld,19770318.0,1586091,sienna,cacciotti,32.0,nullagienstreet,avonlea parkcrmb 4045,parkinson,3168,qld,19770318.0,1586091,1
emiily,finlay,13.0,lawrence close,upton,boddington,2485,nsw,19800129.0,5998213,emiily,gredn,19.0,callemonza rise,ocean park towers,semaphore park,4306,qld,19540924.0,1804853,0
harrison,george,,woronora street,south melbourne market,kangaroo flat,2450,nsw,19370115.0,3711821,harrison,gillard,18.0,melba street,ningafa,loganlea,2162,qld,19840128.0,8021771,0
,webb,,mclachlan street,anukana,eastwood,2112,vic,19170509.0,8331654,,clarke,14.0,,rowethorpe,newcastle,2202,vic,19670314.0,9542197,0
james,crook,3.0,antis street,myrrhee,shelley,2711,nsw,19510227.0,5851238,james,crook,3.0,antis street,myrrhee,shelley,2711,nsw,19520227.0,5851238,1
emiily,mchenry,1.0,hurwood place,paramatta park,leeton,2228,nsw,19550504.0,1357509,emiily,godfrey,5.0,federav highway,tannamu rra,bundaberg,4605,qld,19281007.0,8378813,0
,grierson,326.0,,sect 106,mcmahons point,6326,tas,19181212.0,4107638,,gilbertson,5.0,goodwin street,court units,etheoton,2193,qld,19020904.0,2878907,0
jade,binns,2.0,fiveash street,caterer,auburn,3690,nsw,19470306.0,5117331,elana,wiechce,11.0,belconnebh way,upper ross medical centre,torquay,4077,sa,19190515.0,3124171,0
michael,chigros,8.0,beasley street,gypsum pit,murrumbateman,3930,vic,19380317.0,5018010,michael,stagoll,65.0,tyson street,bypass road,cleveland,3150,nsw,19190521.0,3941516,0
,green,2.0,castlereagh crescent,dunbogan caravan park,beecroft,3073,tas,19760131.0,5181228,,swoboda,14.0,sue geh circuit,brumptonstreet,katherine,4740,nsw,19931215.0,1635174,0
sarah,brgles,23.0,torrens street,trewalla,tarragindi,2747,vic,19521019.0,8447931,sarah,brgels,23.0,torrensxs treet,,tarrag indi,2747,vic,19521019.0,8447931,1
nikita,coady,18.0,watling place,wattle tree,athelstone,4551,act,19160504.0,5801919,nikita,coady,29.0,watling place,,athelstone,4551,act,19160504.0,5801919,1
ruby,donaldson,42.0,,glenbrook orchard,appin,2035,tas,19141014.0,3742981,ruby,donalsdon,42.0,,glenbrook orchard,appin,2035,tas,19141014.0,3742981,1
robbie,harbord,3.0,wrixon street,darjeeling,myall,2299,sa,19760411.0,2936318,robbie,harbobrd,3.0,wrixon street,darjeeling,myall,2299,sa,19760411.0,2936318,1
elton,shadbolt,35.0,finniss crescent,riverbend,bacchus marsh,4179,vic,19031005.0,1581334,elton,shadbolt,35.0,finniss rcescent,riverbend,bacchus marsh,4197,vic,19031005.0,1581334,1
joanna,george,12.0,bage place,,wantirna,2224,qld,19530111.0,6565352,macormack,wilkins,30.0,sextonstreet,raaf,buxton,4123,vic,19081026.0,4698984,0
thomas,coleman,35.0,davies place,apt pc,port elliot,4819,nsw,19660918.0,6106983,thomas,coleman,35.0,daviesplace,aptupc,marayong,4819,nsw,19660918.0,6106983,1
,staunton-smith,68.0,frome street,kookaburra village,broken hill,2870,vic,19820117.0,6922783,,sheprherd,,torrensstreet,south macroom,rose bay,3085,nt,19011229.0,5190083,0
,,1.0,william street,woodsong,nickol,6149,qld,19000430.0,6432290,,nguyen,8.0,wardill close,st francuis vlge,sunshine beach,3174,vic,19461016.0,4768225,0
,dent,4.0,chillagoe street,myliton,hamilton,7325,nsw,19270825.0,9350791,,faehse,65.0,henry melville crescent,,wanniassa,2173,vic,19490602.0,9923153,0
,ongkiko,15.0,murray crescent,rowethorpe,corowa,6156,nsw,19740627.0,8899763,,parashar,773.0,tytherleigh street,,eastwood,4605,sa,19900510.0,1990268,0
dominic,papageorgiou,1544.0,la perouse street,the lakes retirement village,bacchus marsh,3995,nsw,19140218.0,4660218,dominic,papageorgiou,1544.0,laperouse street,the lakes retirement village,bacchus marsh,3995,nsw,19140218.0,4660218,1
,dixon,13.0,salsola street,the homestead,lawson,6210,qld,19370314.0,7753663,,koteschel,193.0,mayne steet,grek oaks,swan view,4305,vic,19430808.0,1393004,0
,weller,39.0,,heathfield qld,keilor east,4304,nsw,19640411.0,3408564,,ryan,480.0,britten-jones drive,yulgiobah,roxburghwpark,7054,nsw,19610512.0,6344786,0
thomas,nickolai,17.0,clode crescent,bendigo retirement village,woy woy,3851,tas,19390429.0,4414879,thomas,white,42.0,cochrane rcescent,balmoralgarden,sefthn,3136,qld,19800413.0,1153372,0
,webb,168.0,booroondara street,the willows,lakes entrance,3179,vic,19911219.0,6504363,,millar,2.0,coglinp lace,hmas cerekrus,burrum heads,4157,vic,19591021.0,5479529,0
stephanie,george,50.0,mcculloch street,ardrossan,berwick,2226,qld,19691102.0,3352388,stephanie,george,50.0,mccullocn street,ardrossan,berwick,2226,qld,19691102.0,3352838,1
,genovese,6.0,axon street,aprt 504,march,3166,qld,19681013.0,2402512,,michelmroe,103.0,fimistermircuit,swanie,moorooblark,4174,nsw,19761101.0,6406097,0
luke,mcphie,20.0,wheadon street,beltunga,christmas creek,6058,nsw,19110123.0,8869942,luke,mccartyy,5.0,bandjalongcrescent,,north curl curl,2160,nsw,19521124.0,9203828,0
kyle,grbovac,51.0,alexander mackie circuit,sutton cottage,frankston,3094,vic,19821227.0,7927536,kyle,campbell,56.0,traeger street,bowen palms caravan park,beenleigh,3424,vic,19230828.0,5010535,0
,teague,38.0,emily bulcock crescent,locn 341,caulfield,2041,nsw,19900523.0,1754920,,white,28.0,young str eet,ripplevale,maydena,3102,nsw,19260930.0,2545305,0
jacqueline,malinauskas,4.0,jabanungga avenue,longplain,bundanoon,4878,vic,19840808.0,5856134,jacqueline,ferris,107.0,kriewaldt circuit,dunmoven,mirraooka,3195,vic,19251030.0,7808140,0
jack,akkermans,149.0,spofforth street,willera,broken hill,5157,wa,19130710.0,8370439,jack,ziersch,9.0,melba street,belvedgere,nes farm,5501,wa,19741024.0,8799452,0
samantha,bellamy,123.0,hawkesbury crescent,bristin,pallara,2756,nsw,19091019.0,9345240,samantha,bellamy,123.0,hawkesbury crescent,bri stin,pallaar,2756,nsw,19091019.0,8779096,1
,quast,6.0,fincham crescent,zimms corner,penrith,2228,vic,19720423.0,8031551,,hilton,25.0,heard street,craiglyn,blue haven,2614,wa,19550612.0,1212359,0
gabrielle,tarquinio,24.0,lind close,,frankston,4505,vic,19650419.0,4738861,gabrielle,patience,16.0,helen mayo crescent,paradone,orange,3198,sa,,8563603,0
georgia,glover-smith,34.0,howse street,,raby,5340,wa,19790813.0,8934327,georgia,glover-smith,34.0,howse street,,rab,5340,wa,19790813.0,8934327,1
joshua,beatton,118.0,nunan crescent,kimbe,bundaberg,2171,sa,19090913.0,2110769,joshua,sherriff,159.0,portus place,sun city resort,blighp ark,2035,qld,,6454105,0
elli,noble,1.0,saggers close,tinaroo falls,spearwood,6330,vic,19420501.0,9762210,elli,noble,1.0,saggers close,tinaroo f alls,spearowod,6330,vic,19420501.0,9762210,1
joel,wanders,453.0,louis loder street,hilltop view motel,avoca,2284,qld,19120509.0,3198280,joel,bartel,6.0,chewings street,buena fista,sea lake,2777,nsw,19550822.0,9818191,0
grace,maynard,49.0,woodgate street,hillendale,greenwood,2260,qld,19860314.0,4508059,grace,maynard,2.0,woodgatestreet,,greenwood,2261,qld,19860314.0,4508059,1
eliza,campbell,10.0,arnold place,,raby,6148,tas,19860203.0,8112754,eliza,clarie,10.0,arnold place,,raby,6148,tas,19860203.0,8112754,1
jacob,campain,7.0,logan street,bimbadoon,toowoomba,4551,qld,19520416.0,1591935,jacob,margrie,,moulderourt,collaroy,clifyon,3840,vic,19130517.0,4315229,0
joshua,beatton,118.0,nunan crescent,kimbe,bundaberg,2171,sa,19090913.0,2110769,joshua,clarke,1.0,savery street,bexley,carnegoe,3028,sa,19011011.0,7741570,0
zac,mashberg,32.0,barraclough crescent,mowbray,ballina,3184,nsw,19680330.0,8938791,zac,ebdell,,gogulge rstock,outtrim avenue,preston,4123,vic,19461126.0,3704089,0
georgia,polmear,5.0,sherbrooke street,ra 881,blacktown,3156,vic,19321116.0,1862687,georgia,ashe,38.0,onslow sreet,rsdb 284,prospdct,5453,nsw,,6899844,0
,teteris,76.0,kellermann close,bondo,brighton,3030,nsw,19381004.0,5797955,,pringle,46.0,woodfulldloop,,woori yallock,6101,vic,19250210.0,4259044,0
georgia,willing,12.0,,sunnybank garden,rochedale south,2113,vic,19701121.0,4356806,georgia,hantke,2051.0,hovea dtreet,,cromer,3199,vic,19260708.0,1055098,0
,oreilly,,paul coe crescent,wylarah,tuart hill,3219,vic,19500925.0,4201497,,white,10.0,spafford crescent,clear cr eoek,pakenhm,4059,nsw,19480205.0,7285108,0
mhary,gaitanis,1.0,howitt street,thirty creek,mathoura,2830,nsw,19891212.0,2923514,mhary,gaitanis,,howitt street,thirty creek,mathoura,2830,nsw,19891212.0,2923514,1
,bennier,7.0,ruthven street,walnut grove estate,chinchilla,5723,qld,19910528.0,7222769,,durban,63.0,ormond street,,narrogin,3284,vic,19010130.0,3247158,0
bethany,deakin,43.0,tazewell circuit,winchester downs,ballarat,5371,tas,19520625.0,4152955,bethany,deakin,43.0,tazewellc circuit,winchesterdowns,ballarat,5371,tas,19520625.0,4152955,1
gabrielle,fargahry-tolba,10.0,northbourne avenue,pia place,st georges basin,2011,vic,19640424.0,7326839,gabrielle,blaje,360.0,hardwick crescent,carramar home,camp hill,2001,qld,19960302.0,5207765,0
emiily,braithwaite,86.0,beasley street,belmont bayview park,st agnes,4814,nsw,19140328.0,4464915,emiily,finalay,13.0,lawrence close,upton,boddingnton,2485,nsw,19800129.0,5998213,0
alexandra,yiannoulis,159.0,archdall street,tall pines,rowville,3284,vic,19790913.0,7515259,alexandra,yiannoulis,159.0,archdall street,tall ipnes,rowville,3284,vic,19790913.0,7551259,1
riley,landow,43.0,hannaford street,wattle tree,marayong,6025,vic,19971031.0,4812402,riley,godfrey,300.0,clift ck,the lodge,oakwood,3108,nsw,19451121.0,3493339,0
zali,white,89.0,blackman crescent,glenairne,bundaberg,6280,wa,19020311.0,7291149,zali,white,,blackman crescent,glenairne,bundaberg,6280,wa,19020311.0,7291149,1
,lund,109.0,caley crescent,allandale aged care facility,mill park,4053,nsw,19180902.0,7074690,,reidz,46.0,dooring street,windalea,dandeno ng north,3582,nsw,19130312.0,1322845,0
,riding,336.0,kallara close,unt 2,altona north,2177,qld,19320604.0,7712618,,dobell,5.0,hone palce,,newcomb,3032,qld,19291014.0,3902079,0
,camp,58.0,dowling street,executive arcade,farrer,2519,qld,19460723.0,5604647,,negri,159.0,hageltho rn street,port rush parade,port macquarie,4702,qld,19260319.0,4740975,0
jessica,mason,27.0,garsia street,warhaven home,lower templestowe,2160,wa,19320216.0,1753787,jessica,maynard,15.0,alchera vlge,archdall street,bourke,3141,nsw,19471209.0,7562694,0
noah,fusco,65.0,kruse place,the points holsteins,kununurra,3400,nsw,19490107.0,9136935,noah,white,2.0,bardsley place,lindoran,booofwa,5021,tas,19480206.0,7052624,0
samantha,mapstone,44.0,hutchins street,golden ponds resort,maitland,2076,sa,19941127.0,4499927,samantha,papoutsis,21.0,titheradge place,st francisv illage,wyoming,3300,vic,19260627.0,7785823,0
patrick,wasley,8.0,barwon street,llangollen,winmalee,2538,nsw,19860312.0,9514502,patrick,wasley,8.0,barwon srteet,llangollen,winmalee,2538,nsw,19860312.0,9514502,1
lachlan,pacey,180.0,wilshire street,cypress garden,wendouree,2770,,19711111.0,4723081,lachlan,meeing,2.0,whitford place,westlela,lilli pilli,2141,vic,19580816.0,8359944,0
isabella,lowe,18.0,wolff crescent,learmont,sylvania,2032,nsw,19771116.0,5672191,isabella,matthews,48.0,,corporate house,armidale,6061,qld,19060809.0,1255415,0
channing,richardon,8.0,de graaff street,wattle place,tuart hill,4551,nsw,19840528.0,8184905,channing,ricahrdon,8.0,de graaff street,wattle place,rylstone,4551,,19840528.0,8184905,1
matthew,coleman,9.0,eggers place,carinyah station,lalor,4709,vic,19111230.0,1110230,matthew,gulliver,50.0,malcolm olace,,sefton,4817,nsw,19790129.0,2462951,0
emiily,miels,3.0,dartnell street,murrawarra,woodgate,7310,tas,19280417.0,6959390,emiily,gredn,19.0,callemonza rise,ocean park towers,semaphore park,4306,qld,19540924.0,1804853,0
benjamin,green,12.0,woolner circuit,mirani,reynella,2905,sa,19651021.0,8195933,benjamin,ayres,32.0,french street,red cedar s motel,,3021,qld,19150927.0,1244940,0
,lund,109.0,caley crescent,allandale aged care facility,mill park,4053,nsw,19180902.0,7074690,,lowry,80.0,kinchela crescent,rowethorpe,rossmoyne,2770,qld,19350708.0,6616912,0
jacob,haren,14.0,finlayson place,colloca vale,mooroolbark,7000,vic,19180426.0,5885583,jacob,campain,7.0,logan street,,toowoomba,4551,qld,19520416.0,1591935,0
liam,katnich,28.0,sculptor street,villa 2,upwey,2077,nsw,19370824.0,9117501,liam,dixon,,wallaroo road,shad ycreek,south wentworthville,6210,nsw,19750926.0,4225223,0
zachary,dixon,18.0,couchman crescent,yarrimbah,wantirna,2132,vic,19400312.0,6746706,zachary,dixon,18.0,couchmancrescent,yarrimbah,wantira,2132,vic,19400312.0,6747606,1
sara,hage,89.0,collits place,the lodge,mount eliza,4217,vic,19871026.0,2919243,sara,hage,89.0,collistplace,the lodge,mount eliza,4217,vic,19871026.0,2919243,1
,papageorgiou,22.0,wisdom place,lazee m,smithfield plains,2350,nsw,19070623.0,4609745,,plumb,41.0,mcrae place,castlewood,pakenham,4241,nsw,19460521.0,2390847,0
,vincent,47.0,kent street,blue hills,forest hill,4655,vic,19190304.0,5807175,,vincent,47.0,kentstreet,,forest hlil,4655,vic,19190304.0,5807175,1
nathan,asher,1582.0,collings street,dalmoora,scarborough,2305,nsw,19591112.0,1760594,nathan,,1582.0,collings street,dalmoora,scarbo rough,2350,nsw,19591112.0,1760594,1
william,reid,12.0,tatchell street,st georges park,hoppers crossing,4814,nsw,19750418.0,4238509,william,stanley,10.0,benbullen lowline stud,steffanoni circuit,ranelagh,3148,nsw,19260501.0,1891847,0
matthew,reid,44.0,nambucca street,eureka,bundaberg,6111,wa,19020723.0,6219878,matthew,,330.0,forbes street,locn 7560,botany,3091,nsw,19291107.0,9737703,0
connor,toms,22.0,taggerty street,vivigani,malvern east,7310,qld,19991026.0,6080369,connor,toms,22.0,taggerty street,vivi gani,malvern east,7310,qld,19991026.0,6008369,1
archer,brammy,119.0,free place,,killara,2795,vic,19190802.0,3738388,archer,brammy,119.0,free place,,killara,2795,vic,19190802.0,3733888,1
cooper,clarke,2.0,poynton street,,dapto,2479,vic,19871109.0,4405327,cooper,clagrke,2.0,poynton street,,dapto,2479,vic,19871109.0,4405327,1
,clarke,14.0,,rowethorpe,newcastle,2220,vic,19670314.0,9542197,,mcniell,33.0,crozier crcuit,legacy units,yambk,6166,nsw,19460824.0,7072281,0
,clarke,,edkins street,conmurra,robina,2162,nsw,19360520.0,2120525,,allard,26.0,burnie north west private hospital,dyring place,south perth,4852,nsw,19491011.0,9472794,0
bridget,rippingille,11.0,,south punyelroo,como,6152,vic,19200930.0,1882529,bridget,rippingille,11.0,,,comj,6152,vic,19200930.0,1882529,1
jack,vick,23.0,noble close,st johns retirement,rivett,7252,nsw,19550905.0,8449880,jack,dunnicliff,63.0,tristania street,legacy vlge,sale,2248,vic,19760618.0,8513207,0
benjamin,blake,11.0,tantangara street,summit cottage,oaklands park,2640,wa,19270916.0,6285591,benjamin,lowe,26.0,wentcheyr place,emoh,austins ferry,7261,nsw,19385621.0,1039986,0
kyle,miles,10.0,michell street,tallinga park,hinchinbrook,2575,tas,19160202.0,6888097,kyle,kyricaou,6.0,brigalow street,kilacloran,surfersp aradise,2528,vic,19560704.0,6294045,0
,muthukuda,11.0,waratah street,keira,thornlie,820,vic,19890328.0,5670243,,gibb,35.0,tenison-woodsr circuit,the j gms,adamstown heights,6333,nsw,19090430.0,3651633,0
lachlan,geduld,2.0,karrugang circuit,jacqoona station,mount eliza,4306,vic,19520703.0,3086091,lachlan,geduld,2.0,karrugang circuit,jacqoona station,arundel,4306,vic,19520703.0,3086091,1
james,,12.0,mewton place,ellwood,st georges basin,3073,vic,19250703.0,5362406,james,hyland,42.0,hurley street,springmount,emu plains,3207,nsw,19870607.0,7791289,0
,ruolle-ivanov,11.0,fairweather circuit,,mount low,5290,vic,19661012.0,4600962,,britten,15.0,whiteside court,,kirwan,2330,nsw,,2001865,0
erin,delacy,16.0,cooinda court,rowethorpe,swan hill,2480,vic,19120628.0,3648623,erin,nguyen,80.0,crotonstreet,rockview aohtead,werrington,2066,nsw,19561212.0,9413029,0
georgia,asher,38.0,onslow street,rsdb 284,prospect,5434,nsw,19801009.0,6899844,georgia,carmoldy,107.0,ashburton circuit,,wamuran,3936,nsw,19660406.0,9507232,0
,miteff,10.0,tristania street,goldenoaks village,brookvale,3156,nsw,19550618.0,9393286,,grafton,30.0,springvale drive,fernbank,sunshine,3168,vie,19350919.0,3481992,0
cooper,green,14.0,kingsford smith drive,australia fair medical west centre,innaloo,4114,sa,19661010.0,1494383,tayllah,beelitz,27.0,heards treet,,thornleigh,2478,sa,19780416.0,9336520,0
,lowry,6.0,hadleigh circuit,rowethorpe,rossmoyne,2770,sa,19350708.0,6616912,,melham,21.0,kingscote crescent,kerry street,elizabeth vale,2663,wa,19911210.0,5648275,0
,crapp,3.0,couchman crescent,glendower,ramsgate,2035,nsw,19500106.0,6187478,,charman,753.0,embling tsreet,ameila,sheidow park,6168,nsw,19330313.0,1161308,0
laura,huddy,,maltby circuit,destiny park,moorabbin,3195,tas,19720627.0,5832871,laura,mizon,52.0,mugga lane,jarrah rd shopping town,penguin,2038,nsw,19510096.0,4320123,0
benjamin,matthews,3.0,enderby street,byron van village caravan park,coorabell,2221,sa,19720501.0,8872778,benjamin,asche,2.0,cochrane c rescent,st helens pastoral co,boyne island,6149,vic,19260316.0,8036732,0
kiara,starega,51.0,knoke avenue,llen nomis,southern cross,4615,nsw,19541115.0,5126468,kiara,rawlings,46.0,john young crescent,glen rock,eastwood,3144,qld,19861016.0,8663646,0
emiily,scheel,12.0,cuscaden crescent,hopeview,jamboree heights,4816,vic,19521013.0,4479115,emiily,scheel,12.0,cuscaden cfrescent,hopeview,jamboree neights,4816,vic,19521013.0,4479715,1
jack,blake,12.0,angophora street,rowethorpe,ascot,2390,vic,19001116.0,9895808,jack,ryan,22.0,echo place,folsocit,loganohlme,2749,wa,19400114.0,1449566,0
,reid,46.0,dooring street,windalea,dandenong north,3581,nsw,19130312.0,1322845,,ridzing,336.0,kallara close,unt 2,altona north,2177,qld,19320604.0,7712618,0
abbey,matthews,12.0,de graaff street,denture clnc,woy woy,2902,qld,19850806.0,6455816,abbey,malin,3.0,burkittl street,mailnga,north maclean,2080,vic,19850328.0,7401540,0
annabelle,webb,48.0,squire place,lytton,beaumaris,4670,act,19320717.0,7334846,annabelle,webb,48.0,squire p lace,lytton,beaumaris,4670,act,19320717.0,7334846,1
madison,shepherd,18.0,ballumbir street,blue hills,corrimal,3168,wa,19170819.0,8120482,madison,hand,4.0,mcnicoll s treet,old farm,kongal,2518,vic,19270511.0,3480162,0
hannah,birkin,7.0,tregear close,highfields specialist centre,port macquarie,6065,nsw,19140127.0,3152369,hannah,sandman,32.0,mcinnes street,,lewiston,3134,sa,19690707.0,2339019,0
jessica,white,4.0,levi place,habitat,carlingford,6054,vic,19691105.0,8241849,jessica,whiet,4.0,levi place,habitat,carlingford,6054,vic,19691105.0,8241849,1
hayley,hassall,53.0,morton street,mckinnon glen,taringa,5082,nsw,19170113.0,5401135,hayley,stephenon,8.0,allawah flats,john flynn medical centre,willetton,3021,qld,19580408.0,5609345,0
jacob,haren,14.0,finlayson place,colloca vale,mooroolbark,7000,vic,19180426.0,5885583,jacob,lowe,,parkhill street,brigalow court,arundel,2167,vic,19761225.0,8295931,0
connor,neumann,302.0,debenham street,sandalford homestead,the entrance,2774,vic,19790629.0,1382097,connor,paine,10.0,adair strret,,warre n,3194,,19140306.0,5213108,0
keaton,green,47.0,salvado place,racecourse,palinyewah,7008,nsw,19040705.0,3688006,keaton,webb,2.0,mckinleycircuit,solitaire,lemon tree passage,3943,nsw,19850328.0,6634675,0
julia,clarke,180.0,marconi crescent,hamilton park,whitfield,2642,wa,,8460647,julia,bullock,33.0,,legacyuvlge,duncraig,3126,vic,19130412.0,6578982,0
hayley,maclennan,9.0,throsby crescent,alabama,forrestfield,3825,vic,19331030.0,6913354,hayley,roles,269.0,newlop street,rabbitiwarren,acacia ridge,7270,vic,19581005.0,7340730,0
alessandra,druitt,4.0,frome street,brightwater villas,dunsborough,2795,qld,19810517.0,7828185,alessandra,druitt,4.0,frome street,brightwater villas,dunsb rolugh,2795,qld,19810517.0,7828185,1
,leslie,925.0,carpenter close,,canterbury,2340,vic,19950608.0,2438058,,grubb,10.0,berne cresxent,yooringa,st hubertscisland,6539,nsw,19341211.0,6333533,0
jasmine,mcfadden,46.0,noongale court,rosetta village,marshdale,4215,sa,19760927.0,6401287,jasmine,clarke,489.0,,cambooya,noble park,3413,vic,,9562970,0
jye,humberdross,37.0,coles place,de cameron,kingaroy,6230,qld,19510505.0,8884850,jye,bradshaw,,wyles place,normanhurst,homebush,2036,wa,19900905.0,7164427,0
robert,maczkowiack,40.0,broadbent street,jandera south,port lincoln,6153,nsw,19030102.0,4106094,robert,carbone,64.0,james smith circuit,galloway,st kilda east,5038,qld,19141107.0,6153085,0
lachlan,balasubramaniam,26.0,mackinolty street,balmoral garden,scarborough,2388,nsw,19731007.0,1798069,lachlan,balasubramaniam,26.0,mackinolty street,balmora lgarden,scarnorough,2388,nsw,19731007.0,1798069,1
,berry,276.0,victoria street,coorabil,bayswater,3166,nsw,19250620.0,3866668,,cother,34.0,kaberr y place,,cooloohgup,2539,wa,19200710.0,2827954,0
lachlan,rawlings,49.0,lochleigh,whispering pines,coonamble,2019,nsw,19261022.0,9145105,lachlan,rawlibs,49.0,lochleugh,whispering pines,coonamble,2089,nsw,19261022.0,9145105,1
,della-verde,113.0,rivett street,glen eden,figtree,2606,vic,19010217.0,8895395,,nabialek,,warby place,somerset cottage,margaret river,2224,sa,19191126.0,2473424,0
catherine,dolzan,8.0,burrinjuck crescent,bakers creek,west kempsey,2615,nsw,19441222.0,8238507,catherine,dolzan,9.0,bakersc reek,burrinjucr crescent,west kempsey,2615,nsw,19441222.0,8238507,1
ruby,mccarthy,9.0,halford crescent,clear creek,minto,3305,qld,19490728.0,9370792,ruby,allchin,20.0,mccarten place,glenhjrst,ascot,2106,sa,19470412.0,1630282,0
sophie,coulson,8.0,blackburn street,makana station,mansfield park,5097,nsw,19690320.0,9010006,sophie,mason,22.0,sturgessi place,acadia,pacific paradise,3215,nsw,19790301.0,2531438,0
daniel,toms,5.0,mcclelland avenue,springbanks,kendall,2030,vic,19760921.0,3896174,daniel,chandlr,31.0,porteous cuescent,northaven,ashwood,2152,vic,19410825.0,3631138,0
jasmine,clarke,489.0,,cambooya,noble park,3413,vic,19741020.0,9562970,jasmine,clarke,489.0,,cambooya,noble park,3413,vic,,9562970,1
charlotte,coffey,5.0,hallen close,thurlimbah,ringwood,2560,,19741217.0,9493726,charlotte,coffey,5.0,hallen close,,ringwood,2560,,19741217.0,9493726,1
thomas,leong,124.0,,tilburoo,wantirna,3064,qld,19670430.0,2292707,reece,marsm,1.0,paul coe crelscent,catumbellodge,highett,3081,qld,19351129.0,4804920,0
tyler,edgecombe,9.0,willoughby crescent,,bray park,2324,vic,19551113.0,8936270,macey,lowe,26.0,butlin place,lotus lodge hostel,enoggera,2680,tas,19081128.0,3271563,0
abby,ryan,10.0,paul coe crescent,kooyong,carlingford,3144,vic,19670119.0,9471831,abby,compton,10.0,batman street,mannafields farm,moun t isa,6021,nsw,19780508.0,7062701,0
andrew,simmonds,9.0,blackman crescent,ra 23012,ashgrove,2204,nt,19131226.0,1378126,lil y,danisewitsch,1.0,,bendigo retirement village,knoxfueld,3816,vic,19660727.0,7147139,0
liam,petersen,38.0,solomon crescent,blue hills,mosman,3630,vic,19800221.0,7148654,liam,whiitn,33.0,hargrave street,buderim emadows,,7250,nsw,19141012.0,6654477,0
jacob,haren,14.0,finlayson place,colloca vale,mooroolbark,7000,vic,19180426.0,5885583,jacob,kapeller,5.0,mountvernog drive,noelurma,toowoomba,2216,vic,19361129.0,5761018,0
james,rankine,7.0,beattie crescent,,north hobart,2072,sa,19030624.0,1444078,james,hebberman,26.0,phillis lace,twenty-third avenue p harmacy (cnr mawarr,ettalong,2326,vic,19760410.0,1748689,0
emiily,finlay,61.0,coranderrk street,john flynn medical centre,ulverstone,3043,vic,19070731.0,9964204,emiily,campbell,8.0,cowan steret,plantation caravn park,caisno,2113,qld,19531029.0,3909212,0
emiily,eglinton,110.0,solomon crescent,crowden,bendemeer,2602,vic,19970213.0,6929273,emiily,dods,110.0,solomoncrescent,crowden,bendemeer,2602,vic,19970213.0,6929273,1
