given_name_A,surname_A,street_number_A,address_1_A,address_2_A,suburb_A,postcode_A,state_A,date_of_birth_A,soc_sec_id_A,given_name_B,surname_B,street_number_B,address_1_B,address_2_B,suburb_B,postcode_B,state_B,date_of_birth_B,soc_sec_id_B,match
blayke,browne,1.0,gosse street,nan,cape paterson,4215,vic,19210917.0,7165012,carmen,miles,146.0,mccormack street,palinq g south,monavale,2782,nsw,19220601.0,4126596,0
kayla,ottens,5.0,mollison street,the mall springwood,rossmoyne,6285,act,19110325.0,1782013,max,whte,220.0,braund place,aprth 5e9,ferndale,3337,qld,19110220.0,5718630,0
sarah,rosa,11.0,kangaroo court,glen shiel,wamberal,3144,vic,19330424.0,3530952,masoen,juliana,nan,mana lpace,tinaroo falls,yagoona,5532,nsw,19140705.0,8963464,0
nan,della-verde,113.0,rivett street,glen eden,figtree,2606,vic,19010217.0,8895395,maya,nevin,351.0,rapanea street,chelseahouse,evanston,2033,nan,19220204.0,5095261,0
juliana,watkin,18.0,feint street,laura pengilly wing,doubleview,4032,qld,19710311.0,8665714,taylor,bevis,20.0,spofforth street,nan,burwood,3177,nsw,19270430.0,6848520,0
katelyn,dountsis,111.0,goldner circuit,cremona stud,mulgrave east,2256,nsw,19430612.0,6491584,alexander,musolino,43.0,duggan street,the bend,kingsford,2483,nsw,19850417.0,4595017,0
mia,white,6.0,national circuit,sec 301,narembeen,2765,nsw,19130418.0,5053650,nan,crook,16.0,nardoo crescent,nan,campbelltown,2325,nsw,nan,2308429,0
nicholas,jolly,8.0,piddington street,rosehill,burnside,872,nsw,19011217.0,7662074,kastrappis,charlie,81.0,hedler steret,parkland motor village,bonbeach,2515,vic,19330630.0,7470082,0
chloe,ryan,53.0,yarra street,balmoral garden,seymour,2905,vic,19450712.0,4309035,emiioy,staude,215.0,leltaplace,yanalha,nowra,1479,nsw,19091124.0,2809085,0
holly,rieman,3.0,heagney crescent,winter park,devonport,2546,qld,19751221.0,5260793,tabitha,weetra,115.0,marika xtreet,langley flats,woollahra,2438,nsw,19591205.0,9251852,0
georgia,laria,1.0,oxley street,townview,allambie,5127,qld,19170818.0,2152599,anton,navalli,21.0,cambridgestreet,west park,undercale,5723,vic,19740929.0,8760134,0
jessica,bradshaw,nan,wheadon street,yarrabin,minyip,2290,nsw,19080415.0,5572327,limbert,benjamin,201.0,blackman crescent,karinyah,woodbine,2228,nsw,19020429.0,5534369,0
ellie,green,3.0,walker crescent,nanum,mirboo north,6056,sa,19080611.0,5986644,rilte,ryan,14.0,getting crescent,grandview,paringa,2148,nsw,19720205.0,2526000,0
leon,mandica,25.0,antill street,upper green farm,laverton,2115,sa,19540826.0,3910447,brodee,egan,88.0,axon sireet,greens lopes,wamberal,2067,qld,19121113.0,6039042,0
thomas,quast,6.0,fiveash street,durraween,st clair,4565,vic,19730804.0,9009452,nan,schmick,15.0,hosking place,nan,st kilda east,2600,vic,19611218.0,2565922,0
ruby,rogan,6.0,guthridge crescent,eldeslee vlge,parkside,6050,vic,19050201.0,6557114,georgia,tunstall,nan,beadle olace,holmligh,caulfield north,3046,sa,19330720.0,4656516,0
isabel,nguyen,8.0,mccawley street,jarkhellms,campbelltown,2122,vic,19860530.0,3659521,whoe,chloe,7.0,myall street,yallanbee,north maclean,2016,vic,19830207.0,7105783,0
tyler,pascoe,4.0,blackburn street,henry kendall bayside,ivanhoe,4221,vic,19740817.0,8405094,april,durbrige,20.0,wilkinson street,nan,toolleen,3630,sa,nan,3179675,0
ajay,poumako,100.0,bedford street,youralla,rostrevor,3029,qld,19540417.0,4762088,willaim,frahn,5.0,haystack crescent,nan,calista,4740,nsw,19500602.0,6417261,0
lauren,gastarini,12.0,spowers circuit,menedebri,modbury,4680,vic,19731226.0,5596194,herbert,tahlia,28.0,dolling crescent,curra apark,kingston beach,3840,nt,19790724.0,6559247,0
lily,absenger,193.0,brinsmead street,morrells park,ryde,5073,qld,19091001.0,3481813,abbey,crisci,23.0,gorge creekorchards,spence place,cygnet river,7030,nan,19890327.0,7400712,0
amber,von hoist,75.0,pattinson crescent,school house,hoppers crossing,3311,vic,19970624.0,8009122,white,jasmyn,1.0,clemengerstreet,ningana retkrement,bomaderry,810,nws,19210402.0,3139575,0
harry,bradshaw,96.0,musca place,longridge,lilydale,2137,qld,19961111.0,3683424,kyle,butt,7.0,beaurepaire crescent,brightwat er villas,bunbury,4750,nsw,nan,8272544,0
benjamin,bellon,11.0,croton street,omaru,artarmon,4405,nsw,19120805.0,3089666,gaskin,keeley,128.0,winder place,chana k,west wyalwng,3138,wa,19550702.0,4856464,0
fergus,ryan,238.0,percy crescent,mariner views,birmingham gardens,2148,nsw,19021227.0,4783232,edson,william,nan,fitzhardinge crescent,windy gully,ashwood,3078,nsw,19530403.0,3148460,0
james,coleman,297.0,discovery street,irrigation farm,campsie,2315,wa,19350803.0,7236834,kayl,stanley,378.0,namatjiar drive,campaspe,pullenvale,5097,tas,19480518.0,3422844,0
nikki,neik,180.0,balfour crescent,brentwood village,charlestown,2228,wa,19840720.0,7106885,kastrappis,charlie,81.0,hedler steret,parkland motor village,bonbeach,2515,vic,19330630.0,7470082,0
maya,bibby,40.0,monaro crescent,learning earth farm,deer park,3148,qld,19720418.0,1185491,dallas,jazz,82.0,wattle street,glenefer garden,clapham,3788,nsw,19780723.0,4927681,0
mitchell,white,72.0,lambrigg street,kelgoola,broadbeach waters,3150,vic,19620216.0,9731855,zachary,bradshaw,106.0,totterdell street,barossa village,colo hvale,3444,qld,19151219.0,6773922,0
dante,lowe,16.0,light street,tullatoola,kingsthorpe,2122,nsw,19970128.0,3816506,jac,mercorglla,10.0,batman street,mannibsdar,biggerajwaters,2290,nsw,19290508.0,2441074,0
sam,reeh,275.0,forbes street,nan,alligator creek,2167,wa,19060718.0,3497084,crouch,ella,1710.0,amadeus zplace,sec 1,clifton saprings,4304,nsw,19870511.0,5975406,0
konstantinos,morrison,297.0,euree street,berkeley vlge,farleigh,2099,nsw,19690128.0,1191867,bfody,lowe,100.0,waller crescent,keaonr,armidale,4055,sa,19900409.0,8444970,0
jordan,tuckwell,23.0,harricks crescent,holloway haven,atherton,4560,vic,19730908.0,6240898,alisha,nan,22.0,duffy s treet,meadowview,frankston,3134,nsw,19800916.0,1450223,0
nan,ebert,96.0,rapanea street,pangani,nan,6061,nsw,19310909.0,9105802,bodhi,maczkowiack,5.0,box hill avenue,st francis village,broome,2760,vic,nan,8515756,0
sarah,lanyon,48.0,torrens street,boxwood hill,reynella,2217,tas,19220722.0,6534862,imogen,biship,10.0,badimara street,rockvale road,mount eliza,2660,qld,19460109.0,9681877,0
elly,webb,11.0,gouger street,evergreen,leichhardt,2550,nsw,19240923.0,6770160,lewis,boyle,55.0,cottamp lace,willyaroo street,sunshine north,2000,nsw,19121105.0,1190651,0
amy,sommariva,26.0,fernie place,glenfine station,surrey hills,6167,nsw,19920303.0,8853255,hawke-fitzhardy,bethany,10.0,horne place,nan,granville,2350,vic,19880416.0,1515136,0
ashlee,bishop,40.0,john james hospital,omaha,dromana,4816,nsw,19000916.0,8269833,ruby,mason,24.0,cruikshank street,yammacoona,tarragindi,5606,vic,19090627.0,4941274,0
phoebe,whisson,12.0,glasgow street,white house,kandos,2770,nsw,19870307.0,4025481,mitchell,tien,23.0,padbury street,greenslopes,concord,3429,nsw,19780903.0,6760018,0
sara,hage,89.0,collits place,the lodge,mount eliza,4217,vic,19871026.0,2919243,michael,acciairresa,18.0,eyre street,autum l odge,preston,4218,vic,19580720.0,5106898,0
brianna,waterston,8.0,monaro crescent,parraweena,hoppers crossing,2168,nsw,19571109.0,4074359,william,egan,9.0,eve place,alawah,toowoomba,3377,sa,19040522.0,1160317,0
kate,mcmullen,24.0,nan,fairholme,port macquarie,2470,qld,19940928.0,1366439,daniel,dening,1498.0,gallow ay street,villa 2,yarrawonga,2191,vic,19810501.0,5572094,0
abbey,dixon,1.0,marcus clarke street,grasmere park,scarborough,3141,qld,19441008.0,8127929,flynn,van heythuysen,2.0,shepherddon place,nunkeri,rose bay,2122,nsw,19780418.0,3254370,0
rebecca,white,34.0,wilkins street,nan,campbelltown,5038,vic,19040710.0,7459820,jakf,jongwaard,195.0,nan,nan,taree,2035,act,19200201.0,4423130,0
nan,felmingham,49.0,gawler crescent,wingara,wynnum west,6159,nsw,19920718.0,7791969,dixon,thomas,108.0,brewster place,geelong grove,eight mile plains,2114,qld,19851127.0,8873329,0
juliana,white,39.0,osburn drive,kilfenora,st kilda east,6701,vic,19171013.0,3450613,jack,carvone,55.0,wrenfordsley place,nan,moira,2038,vic,19710726.0,1202844,0
phoebe,pinny,5.0,beaurepaire crescent,pine hill,stoneville,2110,wa,19730518.0,1310519,mariamne,adair,24.0,mcclelland avenue,colefield cen park,warrandyte,2217,nsw,19910122.0,7356931,0
april,mccracken,1217.0,henning place,john flynn hospital,dandenong north,5356,nsw,19170824.0,9290031,jamie,paterson,nan,lindrum crescent,fairlane estate,wangaratta,3014,wa,19860221.0,5336409,0
georgia,asher,38.0,onslow street,rsdb 284,prospect,5434,nsw,19801009.0,6899844,nan,campbell,4.0,dunbar svtreet,delicate nobby street,cloverdale,2528,vic,19480406.0,8607518,0
marleigh,bishop,191.0,maltby circuit,lambrook,tammin,3029,wa,19311231.0,2010323,christopher,chammne,8.0,crisp ci rcuit,nan,croydon north,3126,wa,19030403.0,4266096,0
christina,coleman,8.0,woronora street,suffolk downs,carnegie,4151,qld,19880122.0,6395380,jade,white,15.0,wark street,cypress garden,larrasklee,2800,vic,19520712.0,4303672,0
elki,menzies,1.0,lyster place,booroondoo north,northwood,2585,vic,19980624.0,4970481,georgia,hantke,2051.0,hovea dtreet,nan,cromer,3199,vic,19260708.0,1055098,0
briony,dudley,6.0,goodwin street,ctge 25,allawah,3138,vic,19590905.0,2103478,boyle,judah,289.0,nan,sapama park,west kepmsey,2225,wa,19000503.0,8429976,0
alannah,newport,7.0,wakefield avenue,glenmore,moree,4662,qld,19401219.0,4895884,ssha un,campbell,37.0,mcginnesd street,bexely,tarnagulla,3802,vic,nan,4088978,0
freya,marlow,4.0,barlow street,merryvale,berwick,3400,tas,19661021.0,8600151,samara,nan,2.0,lewis luxto navenue,nan,pooraka,2778,act,19170725.0,9740765,0
abbey,dixon,1.0,marcus clarke street,grasmere park,scarborough,3141,qld,19441008.0,8127929,patrick,tomney,49.0,tillabudgery,smiths road,ascot vale,2340,qld,19390509.0,4461989,0
daniel,coleman,1.0,russell drysdale crescent,palm lake resort,mount eliza,6159,wa,19651018.0,1615911,reganne,mayrr,47.0,nan,fraserlodge,marsfield,4161,vic,19741017.0,8978233,0
anthony,bansgrove,1.0,falkiner place,bowser,burwood,7249,vic,19400611.0,5970749,matthew,etheridge,113.0,louis loder street,wood crest,frenchs forest,3015,vic,19950128.0,5585524,0
dominic,hoggan,29.0,devanny place,birrabilla,portarlington,3175,nsw,19561215.0,5034600,juliana,watkin,18.0,feint street,laurapengilly wing,doubleview,4032,qld,19710311.0,8665714,0
kaitlyn,dreckow,17.0,currie crescent,gumview,regents park,2166,vic,19230224.0,6671690,danika,mcvciar,25.0,maclagan street,rosed ale,canterbury,4350,vic,19550817.0,3962564,0
flynn,sideris,17.0,bundey street,nan,spearwood,5061,vic,19030310.0,3067715,charlogte,donaldson,3.0,federal highway,allamby biala street,kilcunda,4073,nsw,19541208.0,5650823,0
elizabeth,browne,11.0,carina street,ocean pines caravn park,flinders park,2487,vic,19061213.0,2560358,olivia,davdi,67.0,nan,thorndale,chelsea heights,4218,nan,19910923.0,3201406,0
taylah,clapham,27.0,heard street,nan,thornleigh,2478,sa,19780416.0,9336520,carmen,miles,146.0,mccormack street,palinq g south,monavale,2782,nsw,19220601.0,4126596,0
brinley,bauman,14.0,prout place,amblin caravan park,gaven,3021,vic,19360411.0,7377453,brayden,pragt,24.0,melba street,utopia,st vies,5171,nsw,19561029.0,7716405,0
blake,groenier,29.0,meredith circuit,summer hill,burleigh waters,4674,nsw,19510119.0,1447437,tillr,robert,14.0,parfitt crscent,mariner views,ringwood,2540,wa,19590714.0,1579290,0
brooke,clarke,4.0,namadgi circuit,emerald garden,ascot vale,5031,vic,19430823.0,6719097,maxxin,tchung,10.0,pullen rtreet,emmaus vlge,cabarlah,3620,qld,19060604.0,6340831,0
sienna,adhikari,nan,dodwell street,villa 32,st peters,6215,wa,19370112.0,3509302,nicole,riddell,9.0,scts rck,saunders street,macquarie park,6323,nsw,19040601.0,8785526,0
christian,drechsler,75.0,white crescent,nan,summer hill,7018,sa,19580327.0,1471940,isabella,spikcer,nan,lumeah street,lochinvah,boyne island,2780,wa,19130404.0,1159942,0
scott,hoggan,6.0,zox circuit,strageath,northmead,5031,qld,19781105.0,2063442,daniel,ryapn,3.0,de littlev ircuit,the lakes retirement village,brighton-le-sands,2400,nan,19920826.0,6267294,0
hannah,ho,13.0,bradfield street,cremona stud,hurstbridge,2795,nsw,19180207.0,6938730,nan,tarquinio,24.0,lindclose,nan,frankston,4505,vic,19650419.0,4738861,0
brigette,marlow,56.0,binya place,toowoomba,frankston,2263,qld,19981021.0,6603838,ruby,nguyen,26.0,barraclough vrescent,nan,st peters,4011,qld,19521110.0,8292725,0
joshua,dixon,60.0,croton street,ethnam farm,surrey hills,2617,nsw,19481014.0,5540614,riley,clarke,12.0,edwell hplace,bonnie,eatons hill,3218,nsw,19570717.0,3007913,0
mitchell,shepherd,341.0,rich street,nan,balhannah,2077,nsw,19620819.0,8291804,masoen,juliana,nan,mana lpace,tinaroo falls,yagoona,5532,nsw,19140705.0,8963464,0
clodagh,sieber,14.0,pandanus street,highfields medical centre,davistown,4066,nsw,19140913.0,2698880,brock,kate,12.0,kareelahv ista,pine hill,yaroowba,4740,vic,19130707.0,2213154,0
lewis,portlock,11.0,english court,nan,burwood,2541,nsw,19240603.0,6033701,ethan,coleman,64.0,ragless circuit,nan,hindmarsd west,4701,nsw,19650701.0,9807949,0
alessandra,mcneill,364.0,kelleway avenue,bodyworks healing centre,broken hill,2763,qld,nan,5866707,timothy,modystacuh,32.0,julia flynn avenue,rcg cnetre,charlestown,4655,vic,19671125.0,2430632,0
sophie,webb,6.0,twamley crescent,old weeroona,port augusta,3199,wa,19550621.0,6492579,marlee,ryan,nan,brittlebank circuit,nan,ringwoid,7248,sa,19180126.0,4573130,0
joel,marson,40.0,tinaroo place,catumbel lodge,hoppers crossing,2035,vic,19100123.0,9238396,erin,clarke,96.0,teakle place,nan,granville,3040,wa,19170313.0,8286533,0
rachel,matthews,359.0,lambrigg street,main beach medical centre,burpengary,4209,qld,19290411.0,8890950,kade,hand,14.0,morduant place,collaroy,ringwood,3356,vic,nan,5013199,0
joshua,george,24.0,rose scott circuit,ponderossa,goonellabah,2464,nsw,19250202.0,6419725,holly,simmonds,26.0,sinclair sotreet,unt 2,sunnycliffs,3141,nsw,19970921.0,9812796,0
alexandra,craske,31.0,woodger place,tinaroo falls,pannawonica,2650,wa,19850302.0,2175226,aidan,minorfhio,13.0,ningana,chewings tsreet,vermont,6056,qld,19500604.0,7288279,0
joshua,white,11.0,finlayson place,hayfield vlge,the entrance,4178,nsw,19560417.0,3821555,matthew,gulliver,50.0,malcolm olace,nan,sefton,4817,nsw,19790129.0,2462951,0
eliza,campbell,113.0,dines place,villa 74 village glen,figtree,2770,nsw,19651205.0,1754771,ash,nguhen,54.0,mcmillan crescent,warraview,mount gravatt,4156,nsw,19230118.0,2770136,0
ethan,reuter,55.0,rivers street,haven caravn park,balcolyn,4751,nsw,19391123.0,3818774,erin,te kawau,5.0,namatjira drive,glen are,magill,2324,qld,19641126.0,6335645,0
harrison,zanelli,62.0,britten-jones drive,weeroona,exeter,4305,nsw,19870724.0,8743573,talia,holer,1.0,dennis street,nan,ashfheld,2287,qld,19840907.0,3019342,0
callum,moyse,7.0,lynch street,walkabout palms,brighton-le-sands,4740,tas,19130714.0,5145083,cameron,wilkins,528.0,bruxner close,ivenutre,albury,4607,sa,19580516.0,1334190,0
ben,nguyen,17.0,tipiloura street,centenary marketplace,bayview heights,2049,nt,19731201.0,1783041,riley,paddon,5.0,burdekin street,rosetta village,mount aliza,6230,vic,19510214.0,4214905,0
dale,sherriff,16.0,oxley street,brentwood vlge,whitton,2024,vic,19850402.0,4498530,ebony,van heds,34.0,bellinger c ircuit,moargo,robina,2411,nsw,19040204.0,2780788,0
noah,white,804.0,caladenia street,sec 437,molong,2119,wa,19040118.0,9864936,jacobie,shepherdson,316.0,augusta court,pnda,ardeer,5069,nt,19830606.0,2226979,0
adam,tuckwell,38.0,mcmillan crescent,banksia village,broome,5037,nsw,19960528.0,8397512,koula,houseling,3.0,mileha m street,old airdmillan road,williamstown,2350,nsw,19440718.0,6375537,0
ashlee,bishop,40.0,john james hospital,omaha,dromana,4816,nsw,19000916.0,8269833,shanaye,navarro,103.0,central coast van park,frater crescent,dulwich hill,3064,vic,19211104.0,9601221,0
jade,innis,9.0,gingana street,ivydale (rsd 1820),seventeen mile rocks,2011,qld,19170426.0,2049123,shanaye,navarro,103.0,central coast van park,frater crescent,dulwich hill,3064,vic,19211104.0,9601221,0
chelsea,mccarthy,17.0,la perouse street,arcadia,ballarat,4007,nsw,19921130.0,4620249,xantne,maynard,2.0,blackman crescent,rosab laenca,cooran,2196,qld,19110520.0,6070195,0
jessica,campbell,43.0,deloraine street,nan,bribie island,2756,vic,19300613.0,9015825,kydan,burford,249.0,garran place,cape hawke hosptl medcl centre,launcestno south,2126,nsw,19530728.0,5743011,0
lawson,brooker,6.0,nan,cascades,brunswick heads,3218,nsw,19960904.0,9338356,michael,sei,49.0,spain place,heritage est,carine,3802,tas,19520914.0,7908615,0
noah,doman,20.0,boucaut place,oakdale,clarinda,3072,vic,19861126.0,4747349,lucas,portors,6.0,ballard place,mari ner views,noble park,4061,wa,19381227.0,6890246,0
jaxin,jolly,114.0,llewellyn crescent,merrimac heights,bull creek,4017,sa,19250202.0,7133472,dean,web,52.0,buggy crescent,mount patrick,stratton,3138,nsw,19171128.0,4129591,0
caitlin,dixon,42.0,leahy close,rowethorpe,midway point,3926,vic,19980907.0,6375470,imogen,novak,40.0,ebden istreet,carinya vlge,mooroolbark,5074,vic,19870905.0,5546417,0
dale,sherriff,16.0,oxley street,brentwood vlge,whitton,2024,vic,19850402.0,4498530,jaslyn,jonjic,1.0,lindrum crescent,nan,ascot park,4213,vic,19250102.0,1023721,0
gabriel,green,18.0,alroy circuit,birrabilla,surry hills,4558,nsw,19901018.0,6199029,erin,red,nan,cornish place,ferdnale,renown park,2281,vic,19420519.0,7078005,0
henry,mccarthy,94.0,beasley street,crystal brook farm,ingleburn,6164,nsw,19770913.0,1347524,abya,bellchambers,268.0,weavers crescent,yenda units,lake munmorah,3094,qld,19541018.0,1627605,0
sophie,white,251.0,handcock crescent,nan,wetherill park,5114,vic,19480529.0,7242421,harriet,roles,12.0,clare place,taskers village,hayborough,2088,nsw,19620604.0,6836262,0
jessica,jolly,13.0,higinbotham street,rosetta village,woodpark,7109,vic,19850112.0,2565859,sophie,paterson,15.0,glynn street,family day care,lethbridge,6026,nsw,19850726.0,3382181,0
nikita,mcgregor,1.0,sherwood circuit,cooranga,frankston,3892,sa,19250127.0,5134549,jayden,thorpe,44.0,warrego ciercuit,yacklin,cabramatta,2259,wa,19281105.0,6871482,0
leo,george,38.0,langridge street,greenwood,braidwood,2038,nsw,19631227.0,2248161,maria,dun,28.0,sheaffe xtreet,brookvale,midway point,2229,wa,19990308.0,2567879,0
blayke,browne,1.0,gosse street,nan,cape paterson,4215,vic,19210917.0,7165012,gabrielle,fargahry-tolba,11.0,northbourne avenue,pia place,st georges basin,2011,vic,19640424.0,7326839,0
thomas,orchard,nan,maribyrnong avenue,the broadwalk arcade,huntfield heights,6210,vic,19841206.0,1818117,riley,lamprey,22.0,embleystreet,nan,hinchinbrook,3199,vic,19851029.0,8710851,0
jessica,mason,27.0,garsia street,warhaven home,lower templestowe,2160,wa,19320216.0,1753787,gao,julia,17.0,horizon avenue,arthur rvier park,woodrcoft,3952,nsw,19280810.0,7151454,0
mia,garrigan,53.0,michie street,westholme,armidale,3178,nsw,19700522.0,6416070,brianna,dixon,70.0,sidaway street,nan,carlingford,5097,qdl,19780707.0,3396896,0
taliah,carmody,37.0,carstensz street,frank jeffrey hostel,blakeview,3094,vic,19940123.0,8622255,jake,elphick,62.0,melita,olympus way,burnett heads,2067,qld,19070201.0,4724453,0
joshua,clarke,4.0,ragless circuit,nan,sylvania,3136,vic,19110818.0,5574844,jessica,lomman,28.0,wallis place,glengariffe,north sydney,3039,sa,19801217.0,6284781,0
malakai,crouch,303.0,ragless circuit,westbury,paddington,3073,qld,19510719.0,5426853,nan,whishaw,25.0,roseberyhill,ashcroft crescent,vaucluse,4607,nsw,19070127.0,3381395,0
stephanie,reid,4.0,bugden avenue,tudor,avalon,2290,nsw,19351106.0,1287472,roberta,bishop,1.0,curtis place,nan,balaklava,3394,nsw,19261110.0,6627562,0
emiily,lowry,31.0,chaseling street,wonba,ingleburn,2193,nsw,19940616.0,9820630,bailey,petresn,1.0,niok da,goodmanstreet,plymptonsouth,4214,nan,19090102.0,3547315,0
jye,blake,19.0,dixon drive,kordella park,inglewood,3134,qld,19380918.0,4212518,talis,dhara,14.0,kirkham place,nan,bidwill,4160,wa,19700715.0,9048094,0
xavier,pulford,53.0,nicolle place,nyarrin cottage,findon,6726,wa,19780903.0,6072382,jakc,couzens,33.0,macgregorsutreet,carrama ridge,hastings,4560,vic,19481027.0,8436523,0
matthew,ploughman,nan,severne crescent,goodhope,raby,2541,wa,19900710.0,4917759,sena,blackwell,2722.0,may maxwell crescent,glees on park,stratford,5201,qld,nan,3485540,0
holly,harrington,340.0,kirkton street,barwick pastoral,taringa,4454,vic,19180806.0,6513574,cameron,wilkins,528.0,bruxner close,ivenutre,albury,4607,sa,19580516.0,1334190,0
william,white,34.0,mortlock circuit,ponderossa,chinchilla,3156,sa,19800517.0,1549841,jena,salas,2.0,tasman p lace,kinvarra,netherby,3820,qld,19490605.0,1868937,0
daniel,mason,10.0,hazel smith crescent,grant patch,rochedale south,3688,vic,19900531.0,3210073,nan,braithwaite,29.0,tweed p lace,brileen,cabramatta,5051,vic,19740815.0,8052512,0
jessica,kranz,nan,brunton street,the mews royal hotel bldg,norwood,5159,sa,19880226.0,7412923,hugh,bartel,11.0,brewster place,blue hills,bakers creek,4069,nsw,19370522.0,7516697,0
david,sette,8.0,spring range road,jessiefield,villawood,2213,wa,19950603.0,9471099,zand,tao,5.0,cromwell icircuit,heve arham,lalor,4825,nsw,19631204.0,7503892,0
fraser,miles,8.0,bungonia street,hartley st school,kardinya,3782,vic,19390405.0,8206248,holly,weh,64.0,gooromon ponds road,ainslie house,gorokan,2234,qld,nan,9292420,0
dale,sherriff,16.0,oxley street,brentwood vlge,whitton,2024,vic,19850402.0,4498530,phoebe,hage,nan,marchantcircuit,bracknegrae,mount graeatt,2119,sa,nan,8504441,0
taylah,clapham,27.0,heard street,nan,thornleigh,2478,sa,19780416.0,9336520,jacob,badalsssi,7.0,patey street,summer hill,surfers paradise,4035,nsw,19171217.0,7615199,0
oliver,webb,10.0,melrose drive,grandview,south perth,3078,vic,19220409.0,6364419,nan,lombardi,6.0,quandong street,warialda,granivlle,5410,qld,19080313.0,1317582,0
erin,hearn,nan,port jackson circuit,gowan,elwood,2605,nt,19101004.0,5064504,tayllah,beelitz,27.0,heards treet,nan,thornleigh,2478,sa,19780416.0,9336520,0
dominic,hoggan,29.0,devanny place,birrabilla,portarlington,3175,nsw,19561215.0,5034600,riley,paddon,5.0,burdekin street,rosetta village,mount aliza,6230,vic,19510214.0,4214905,0
mystique,agius,79.0,meeson street,cherry haven,albion park,3104,vic,19070427.0,4578360,nan,neville,71.0,pleasance place,macarthur place,wanniassa,3875,qld,19730731.0,5739885,0
adam,vaszocz,63.0,wyles place,willows caravn park,gravesend,3135,vic,19881113.0,1015197,thomas,humphreys,35.0,mayne street,gullcottzge,the entrance,2000,qld,19880516.0,3033895,0
joshua,ho,23.0,warragamba avenue,mile beach caravan park,east maitland,3181,nsw,19320427.0,9710227,ethan,steed,38.0,williamson street,wilga,greensborough,2074,vic,19900708.0,5384988,0
samantha,barre,14.0,gouger street,cedar bay,balwyn north,2150,wa,19640121.0,2801474,alexander,noble,5.0,downes place,buena vista,greenacre,4220,nsw,19330331.0,3691864,0
olivia,druitt,22.0,hacking crescent,westminster village,greenacre,5141,vic,19950307.0,7527562,zalk,matthews,308.0,solly place,fai rawy,valoa,2138,sa,nan,8924972,0
adam,clarke,3.0,skinner street,kona,woodcroft,4878,wa,19270705.0,7112414,hoover,ethan,151.0,monaro vrescent,tiverton,yarra junction,2219,nsw,19920703.0,8513913,0
renai,leatham,25.0,arabana street,glenview,frankston,6751,vic,19370312.0,8777592,joshu,hoyland,36.0,hemmings crescent,solitaire,mount eliza,828,wa,19090810.0,7921703,0
thomas,snoad,26.0,mcclintock street,st francis vlge,warilla,4551,vic,19790413.0,3010606,arren,white,4.0,eggleston crescent,nan,toowoomba,7116,nsw,19740614.0,1963582,0
emiily,de michele,23.0,lawrence crescent,manila,mount alford,2577,nsw,19530522.0,7400612,lara,bennier,16.0,mccormack street,yalgora,dandenong north,4122,nsw,19490422.0,4493543,0
brianna,parr,12.0,sid barnes crescent,nan,orange,4744,qld,19210526.0,7179398,kyle,butt,7.0,beaurepaire crescent,brightwat er villas,bunbury,4750,nsw,nan,8272544,0
sienna,adhikari,nan,dodwell street,villa 32,st peters,6215,wa,19370112.0,3509302,nan,lydlon,79.0,heard stgeet,sennocke,ashfield,2285,vic,19631207.0,6564471,0
anthony,bansgrove,1.0,falkiner place,bowser,burwood,7249,vic,19400611.0,5970749,chleo,coleman,50.0,mina wylie crscent,montocaradvan park,gowri e,3114,sa,nan,6761005,0
kyle,clarke,19.0,archibald street,little forest,florey,4109,qld,19380419.0,6477305,danielle,tomasevic,nan,frohda,amangu street,kedron,2380,nsw,19270622.0,9306292,0
nikki,neik,180.0,balfour crescent,brentwood village,charlestown,2228,wa,19840720.0,7106885,harry,whiteway,19.0,fernyhoug h crescent,c f vkllage,loganholme,5062,wa,19310808.0,6408389,0
kira,reid,6.0,saltash place,section,north ryde,2088,wa,19541209.0,9065074,joshua,rees,5.0,ewing shtreet,austra lfarm,diggers rest,4034,qld,19160829.0,9643284,0
liam,dixon,nan,wallaroo road,shady creek,south wentworthville,6210,nsw,19750926.0,4225223,bridget,rippingille,11.0,nan,nan,comj,6152,vic,19200930.0,1882529,0
kayden,colquhoun,17.0,kitson place,glenfern park,bourke,2526,nsw,19110330.0,8761839,lachoa,vero,266.0,bursaria street,terara house,macgregor,4100,nsw,19830103.0,8260739,0
jasmyn,marceta,35.0,cabena court,ascot park,ashfield,5011,wa,19821129.0,6095474,emiily,mccarthy,10.0,mcintosh tsreet,kiloran,port fairy,6110,nsw,19330313.0,6901115,0
sophie,haythorpe,12.0,bamford street,kioma,alligator creek,6230,sa,19670909.0,3361594,mitchell,shepherd,341.0,richstreet,nan,balhannah,2077,nsw,19500430.0,8291804,0
ben,armiento,17.0,burnell place,john flynn hospital,fairlight,3630,qld,nan,8511174,nan,oreskovic,16.0,marrakai strqeet,gooroomon park,ballaat,2035,wa,19710815.0,4253689,0
mia,koeman,20.0,wattle street,elston,cabramatta,4068,vic,19670212.0,2071975,flynn,van heythuysen,2.0,shepherddon place,nunkeri,rose bay,2122,nsw,19780418.0,3254370,0
keahley,blake,51.0,gallagher street,belconnen animal hospital (cnr coulter d,south melbourne,2444,vic,19691015.0,2632188,jessica,robson,337.0,marcus clarke street,macar thur,vermont,3429,nsw,19790719.0,6293706,0
