given_name_A,surname_A,street_number_A,address_1_A,address_2_A,suburb_A,postcode_A,state_A,date_of_birth_A,soc_sec_id_A,given_name_B,surname_B,street_number_B,address_1_B,address_2_B,suburb_B,postcode_B,state_B,date_of_birth_B,soc_sec_id_B
,colpo,2,trigg place,southern cross,clarinda,6018,vic,19280716,4186527,,oreskovic,16,marrakai strqeet,gooroomon park,ballaat,2035,wa,19710815,4253689
,colpo,2,trigg place,southern cross,clarinda,6018,vic,19280716,4186527,,leslie,952,carpenter close,,cantebrry,2340,vic,19950608,2438058
,colpo,2,trigg place,southern cross,clarinda,6018,vic,19280716,4186527,,negri,159,hageltho rn street,port rush parade,port macquarie,4702,qld,19260319,4740975
,colpo,2,trigg place,southern cross,clarinda,6018,vic,19280716,4186527,,dessart,165,macvitiewplace,brambletye v inyard,lindenow south,4218,,19361017,2517857
,colpo,2,trigg place,southern cross,clarinda,6018,vic,19280716,4186527,,cocharne,7,monaro crescent,ballafkona,hendra,4128,qld,19361016,5263623
,colpo,2,trigg place,southern cross,clarinda,6018,vic,19280716,4186527,,zimmermann,71,cannonvale whitsunday shopping centre,johnston street,college park,5010,ws,19131126,2103370
,colpo,2,trigg place,southern cross,clarinda,6018,vic,19280716,4186527,,clarke,,barangaroo street,apt 8g,blacktown,2615,nsw,19240224,6718271
,colpo,2,trigg place,southern cross,clarinda,6018,vic,19280716,4186527,,mounc,92,symers street,donald coburn lodg,ferryden park,2100,qld,19000224,4142857
,colpo,2,trigg place,southern cross,clarinda,6018,vic,19280716,4186527,,donaldson,71,mannheim street,sandalford komestead,urangan,2713,nsw,19320608,5103641
,colpo,2,trigg place,southern cross,clarinda,6018,vic,19280716,4186527,,george,3,steinwedel atreet,glendal stud,gumdale,6020,vic,19270723,7682028
,colpo,2,trigg place,southern cross,clarinda,6018,vic,19280716,4186527,,scappatura,3,reuther treet,wattlz brae,east fremantle,3129,nsw,19390522,5932517
,colpo,2,trigg place,southern cross,clarinda,6018,vic,19280716,4186527,,mason,,schomburgk street,mlc centre,beverly hills,4074,tas,19560710,4752429
,colpo,2,trigg place,southern cross,clarinda,6018,vic,19280716,4186527,,brain,31,benham street,tagarra,belmont,3161,nsw,19860305,8028191
,colpo,2,trigg place,southern cross,clarinda,6018,vic,19280716,4186527,,webb,6,whitty crescent,gowrie,,2286,nsw,19450822,1342488
,colpo,2,trigg place,southern cross,clarinda,6018,vic,19280716,4186527,,white,7,supply place,little gundy,oaklands park,2158,nsw,,5239710
,colpo,2,trigg place,southern cross,clarinda,6018,vic,19280716,4186527,,kammerman,1,alpen street,,burwood,6154,vic,19360722,6279535
,colpo,2,trigg place,southern cross,clarinda,6018,vic,19280716,4186527,,longman,10,wassell place,glenarthur,coffs harbour,0812,qld,19390813,7175344
,colpo,2,trigg place,southern cross,clarinda,6018,vic,19280716,4186527,,reew,45,badimara street,easedale lodge,sanctuary point,2257,nsw,19720228,3996047
,colpo,2,trigg place,southern cross,clarinda,6018,vic,19280716,4186527,,dixon,13,banambil street,the homestead,lawson,6210,qld,19370314,7753663
,colpo,2,trigg place,southern cross,clarinda,6018,vic,19280716,4186527,,hag e,62,livingston avenue,enderlee,nunawading,3350,nsw,19210108,4440855
,colpo,2,trigg place,southern cross,clarinda,6018,vic,19280716,4186527,,blackwell,127,ferrier place,northwood npark,chelsea heights,4211,qld,19570409,8541055
chloe,condo,36,yabsley place,munmurra park,mackay north,5082,nsw,19170115,7153959,chloe,bryce-waston,9,kelleway avenue,environganic farm,dutton park,2144,nsw,19720802,2226510
daniel,mason,9,derrington crescent,el pedro caravan park,sunnybank,4305,vic,19500705,5525378,daniel,dening,1498,gallow ay street,villa 2,yarrawonga,2191,vic,19810501,5572094
daniel,mason,9,derrington crescent,el pedro caravan park,sunnybank,4305,vic,19500705,5525378,daniel,heron,3,gaunson crescent,munmurra park,jesmond,2457,nsw,19091018,9362456
daniel,mason,9,derrington crescent,el pedro caravan park,sunnybank,4305,vic,19500705,5525378,daniel,dinh,7,liffey circuit,rajamare,franks gon,3266,nsw,19941115,5337955
daniel,mason,9,derrington crescent,el pedro caravan park,sunnybank,4305,vic,19500705,5525378,daniel,miels,5,tenison-woods circuit,kinross,wyalkatchem,2075,nsw,19260812,8272929
daniel,mason,9,derrington crescent,el pedro caravan park,sunnybank,4305,vic,19500705,5525378,daniel,maspn,9,derrington crescent,el pedro caravan park,sunnybank,4350,vic,19500705,5525378
damien,nguyen,107,jerrabomberra avenue,,noble park,2031,wa,19670919,8598019,damien,couzens,32,paulcoe crescent,,greensborough,3206,qld,19940415,7719637
madison,penberthy,12,dunbar street,wal 53581,villawood,4621,nsw,19931005,4607576,madison,strucj,40,drake brockman drive,,st albans,4218,nsw,19600814,8968300
madison,penberthy,12,dunbar street,wal 53581,villawood,4621,nsw,19931005,4607576,madison,seddon,9,wirilda street,killarney,rosebery,4109,vic,19770403,7497295
madison,penberthy,12,dunbar street,wal 53581,villawood,4621,nsw,19931005,4607576,madison,niekel,14,noongale court,,prosjpect,3032,sa,19390213,1598654
madison,penberthy,12,dunbar street,wal 53581,villawood,4621,nsw,19931005,4607576,madison,coltman,5,cowlishaw street,tathra rvier est,goonellabah,3075,vic,19560602,2561010
charles,tkachuk,1,hannan crescent,nyngan,elwood,5068,nsw,19620625,9782270,charles,green,38,salkauskas crescent,klea,dapto,4566,nsw,19480930,4365168
,clarke,133,amagula avenue,fourmile,coodanup,2117,nsw,19280117,4243188,,santi,1,griffiths street,rowethorpe,mckinnon,6163,nsw,19151129,2102559
,clarke,133,amagula avenue,fourmile,coodanup,2117,nsw,19280117,4243188,,clarke,117,hurley street,weemilah,tallebugdera,4021,vic,19010403,4822857
,clarke,133,amagula avenue,fourmile,coodanup,2117,nsw,19280117,4243188,,oreskovic,16,marrakai strqeet,gooroomon park,ballaat,2035,wa,19710815,4253689
,clarke,133,amagula avenue,fourmile,coodanup,2117,nsw,19280117,4243188,,leslie,952,carpenter close,,cantebrry,2340,vic,19950608,2438058
,clarke,133,amagula avenue,fourmile,coodanup,2117,nsw,19280117,4243188,,negri,159,hageltho rn street,port rush parade,port macquarie,4702,qld,19260319,4740975
,clarke,133,amagula avenue,fourmile,coodanup,2117,nsw,19280117,4243188,,dessart,165,macvitiewplace,brambletye v inyard,lindenow south,4218,,19361017,2517857
,clarke,133,amagula avenue,fourmile,coodanup,2117,nsw,19280117,4243188,,cocharne,7,monaro crescent,ballafkona,hendra,4128,qld,19361016,5263623
,clarke,133,amagula avenue,fourmile,coodanup,2117,nsw,19280117,4243188,,zimmermann,71,cannonvale whitsunday shopping centre,johnston street,college park,5010,ws,19131126,2103370
,clarke,133,amagula avenue,fourmile,coodanup,2117,nsw,19280117,4243188,,clarke,,barangaroo street,apt 8g,blacktown,2615,nsw,19240224,6718271
,clarke,133,amagula avenue,fourmile,coodanup,2117,nsw,19280117,4243188,,mounc,92,symers street,donald coburn lodg,ferryden park,2100,qld,19000224,4142857
,clarke,133,amagula avenue,fourmile,coodanup,2117,nsw,19280117,4243188,,donaldson,71,mannheim street,sandalford komestead,urangan,2713,nsw,19320608,5103641
,clarke,133,amagula avenue,fourmile,coodanup,2117,nsw,19280117,4243188,,george,3,steinwedel atreet,glendal stud,gumdale,6020,vic,19270723,7682028
,clarke,133,amagula avenue,fourmile,coodanup,2117,nsw,19280117,4243188,,scappatura,3,reuther treet,wattlz brae,east fremantle,3129,nsw,19390522,5932517
,clarke,133,amagula avenue,fourmile,coodanup,2117,nsw,19280117,4243188,,mason,,schomburgk street,mlc centre,beverly hills,4074,tas,19560710,4752429
,clarke,133,amagula avenue,fourmile,coodanup,2117,nsw,19280117,4243188,,brain,31,benham street,tagarra,belmont,3161,nsw,19860305,8028191
,clarke,133,amagula avenue,fourmile,coodanup,2117,nsw,19280117,4243188,,webb,6,whitty crescent,gowrie,,2286,nsw,19450822,1342488
,clarke,133,amagula avenue,fourmile,coodanup,2117,nsw,19280117,4243188,,white,7,supply place,little gundy,oaklands park,2158,nsw,,5239710
,clarke,133,amagula avenue,fourmile,coodanup,2117,nsw,19280117,4243188,,kammerman,1,alpen street,,burwood,6154,vic,19360722,6279535
,clarke,133,amagula avenue,fourmile,coodanup,2117,nsw,19280117,4243188,,longman,10,wassell place,glenarthur,coffs harbour,0812,qld,19390813,7175344
,clarke,133,amagula avenue,fourmile,coodanup,2117,nsw,19280117,4243188,,reew,45,badimara street,easedale lodge,sanctuary point,2257,nsw,19720228,3996047
,clarke,133,amagula avenue,fourmile,coodanup,2117,nsw,19280117,4243188,,dixon,13,banambil street,the homestead,lawson,6210,qld,19370314,7753663
,clarke,133,amagula avenue,fourmile,coodanup,2117,nsw,19280117,4243188,,hag e,62,livingston avenue,enderlee,nunawading,3350,nsw,19210108,4440855
,clarke,133,amagula avenue,fourmile,coodanup,2117,nsw,19280117,4243188,,blackwell,127,ferrier place,northwood npark,chelsea heights,4211,qld,19570409,8541055
jasmine,mariager,21,medley street,pine hill,evans head,4020,nsw,19180202,1051531,jasmine,clarke,489,,cambooya,noble park,3413,vic,,9562970
ava,ahier,8,crowder circuit,peridon vlge,long jetty,4871,nsw,19270309,6824379,ava,fuds,11,dines place,kings apmts,rostrevor,3250,tas,19580912,9818747
stephanie,vorrasi,10,giblin street,pine hill,flagstaff hill,6285,wa,19420803,6155719,stephanie,vorrasi,10,giblin street,pine h ill,nairne,6285,wa,19420803,6155719
mitchell,clarke,57,hurley street,weemilah,tallebudgera,4021,vic,19010403,4822857,mitchell,hruby,23,illidge place,milrbodale,crescent head,6225,qld,19790712,3945815
mitchell,clarke,57,hurley street,weemilah,tallebudgera,4021,vic,19010403,4822857,mitchell,gohl,165,must circuit,dorothy genders vlge,surrey hills,4130,vic,19410517,2812221
william,buhagiar,127,mataranka street,retirement village,mundingburra,5211,nsw,19350212,5998949,william,vanderwesten,11,william wilknis crescent,wyuna,grenfell,5290,nsw,19500801,2499394
caitlin,harjanta,5,darling street,,wantirna,4404,act,19340210,4039838,caitlin,hanigan,298,,francis chambers,thornbury,5072,nsw,19680909,7831777
caitlin,harjanta,5,darling street,,wantirna,4404,act,19340210,4039838,caitlin,cheel,,herron cnescent,glenview,bligh park,3735,nsw,19661116,3957302
caitlin,harjanta,5,darling street,,wantirna,4404,act,19340210,4039838,caitlin,proctcr,364,mauldon street,finis river,blacktown,2621,qld,19261215,3136685
caitlin,harjanta,5,darling street,,wantirna,4404,act,19340210,4039838,caitlin,gatward,6,pokana circuit,cerbrus,thornlie,2810,nws,19790927,1186199
caitlin,harjanta,5,darling street,,wantirna,4404,act,19340210,4039838,caitlin,harjanta,5,darling street,,wantirna,4440,act,19340210,4039838
andrew,renfrey,23,woolner circuit,mindaree,salisbury,3844,nsw,19490115,9309636,andrew,white,12,sawtell vet hosptl & clnc,hyndes crescent,blair athol,6070,wa,19620801,6464292
andrew,renfrey,23,woolner circuit,mindaree,salisbury,3844,nsw,19490115,9309636,andrew,large,29,swainsonas treet,buena vista,bicton,6022,qld,,9892920
ewan,stephenson,106,bowden crescent,kinglake central,kings park,6244,nsw,19480830,4749458,ewan,mildren,60,loftus tsreet,,bellevue hill,2001,wa,19941205,6218110
talena,blackwell,,onkaparinga crescent,,elsternwick,4702,wa,19230602,5796259,talena,blackwell,,onkaparinga cfescent,,elsternwick,4702,wa,19230602,5796259
thomas,white,42,cochrane crescent,balmoral garden,sefton,3136,qld,19800413,1153372,thomas,butt,,hindmarshdrive,mayflower rtermnt vlge,currans hill,3799,qld,19290620,2143953
thomas,white,42,cochrane crescent,balmoral garden,sefton,3136,qld,19800413,1153372,thomas,slack-smith,106,hawkenstreet,emmaus vlge,kirwxn,2566,vic,19900607,2094894
thomas,white,42,cochrane crescent,balmoral garden,sefton,3136,qld,19800413,1153372,thomas,brain,22,holmes c rescent,anstee court,hackham west,3465,vic,19711119,6218887
thomas,white,42,cochrane crescent,balmoral garden,sefton,3136,qld,19800413,1153372,thomas,haggett,7,nangi place,,jesmond,3172,vic,19040405,2872424
chloe,pennell,3,medley street,noolabi,ringwood north,5092,vic,19530710,1249545,chloe,bryce-waston,9,kelleway avenue,environganic farm,dutton park,2144,nsw,19720802,2226510
chelsea,mccarthy,17,la perouse street,arcadia,ballarat,4007,nsw,19921130,4620249,chelsea,blackwell,37,grounds crescent,c/o post o ffice,emerald,4210,sa,19390203,6074956
chelsea,mccarthy,17,la perouse street,arcadia,ballarat,4007,nsw,19921130,4620249,chelsea,miles,23,illawarra court,rosehill,greensborough,2204,qld,19950926,1751900
,nguyen,9,chaseling street,,burwood east,2122,qld,19400119,4833200,,santi,1,griffiths street,rowethorpe,mckinnon,6163,nsw,19151129,2102559
,nguyen,9,chaseling street,,burwood east,2122,qld,19400119,4833200,,clarke,117,hurley street,weemilah,tallebugdera,4021,vic,19010403,4822857
,nguyen,9,chaseling street,,burwood east,2122,qld,19400119,4833200,,oreskovic,16,marrakai strqeet,gooroomon park,ballaat,2035,wa,19710815,4253689
,nguyen,9,chaseling street,,burwood east,2122,qld,19400119,4833200,,leslie,952,carpenter close,,cantebrry,2340,vic,19950608,2438058
,nguyen,9,chaseling street,,burwood east,2122,qld,19400119,4833200,,negri,159,hageltho rn street,port rush parade,port macquarie,4702,qld,19260319,4740975
,nguyen,9,chaseling street,,burwood east,2122,qld,19400119,4833200,,dessart,165,macvitiewplace,brambletye v inyard,lindenow south,4218,,19361017,2517857
,nguyen,9,chaseling street,,burwood east,2122,qld,19400119,4833200,,cocharne,7,monaro crescent,ballafkona,hendra,4128,qld,19361016,5263623
,nguyen,9,chaseling street,,burwood east,2122,qld,19400119,4833200,,zimmermann,71,cannonvale whitsunday shopping centre,johnston street,college park,5010,ws,19131126,2103370
,nguyen,9,chaseling street,,burwood east,2122,qld,19400119,4833200,,clarke,,barangaroo street,apt 8g,blacktown,2615,nsw,19240224,6718271
,nguyen,9,chaseling street,,burwood east,2122,qld,19400119,4833200,,mounc,92,symers street,donald coburn lodg,ferryden park,2100,qld,19000224,4142857
,nguyen,9,chaseling street,,burwood east,2122,qld,19400119,4833200,,donaldson,71,mannheim street,sandalford komestead,urangan,2713,nsw,19320608,5103641
,nguyen,9,chaseling street,,burwood east,2122,qld,19400119,4833200,,george,3,steinwedel atreet,glendal stud,gumdale,6020,vic,19270723,7682028
,nguyen,9,chaseling street,,burwood east,2122,qld,19400119,4833200,,scappatura,3,reuther treet,wattlz brae,east fremantle,3129,nsw,19390522,5932517
,nguyen,9,chaseling street,,burwood east,2122,qld,19400119,4833200,,mason,,schomburgk street,mlc centre,beverly hills,4074,tas,19560710,4752429
,nguyen,9,chaseling street,,burwood east,2122,qld,19400119,4833200,,brain,31,benham street,tagarra,belmont,3161,nsw,19860305,8028191
,nguyen,9,chaseling street,,burwood east,2122,qld,19400119,4833200,,webb,6,whitty crescent,gowrie,,2286,nsw,19450822,1342488
,nguyen,9,chaseling street,,burwood east,2122,qld,19400119,4833200,,white,7,supply place,little gundy,oaklands park,2158,nsw,,5239710
,nguyen,9,chaseling street,,burwood east,2122,qld,19400119,4833200,,kammerman,1,alpen street,,burwood,6154,vic,19360722,6279535
,nguyen,9,chaseling street,,burwood east,2122,qld,19400119,4833200,,longman,10,wassell place,glenarthur,coffs harbour,0812,qld,19390813,7175344
,nguyen,9,chaseling street,,burwood east,2122,qld,19400119,4833200,,reew,45,badimara street,easedale lodge,sanctuary point,2257,nsw,19720228,3996047
,nguyen,9,chaseling street,,burwood east,2122,qld,19400119,4833200,,dixon,13,banambil street,the homestead,lawson,6210,qld,19370314,7753663
,nguyen,9,chaseling street,,burwood east,2122,qld,19400119,4833200,,hag e,62,livingston avenue,enderlee,nunawading,3350,nsw,19210108,4440855
,nguyen,9,chaseling street,,burwood east,2122,qld,19400119,4833200,,blackwell,127,ferrier place,northwood npark,chelsea heights,4211,qld,19570409,8541055
joshua,george,24,rose scott circuit,ponderossa,goonellabah,2464,nsw,19250202,6419725,joshua,petersen,8,wybalen a grove,lyra park,surry hills,3162,vic,,4895026
joshua,george,24,rose scott circuit,ponderossa,goonellabah,2464,nsw,19250202,6419725,joshua,bralic,76,myleshclose,old gre en hill,beaumaris,6108,vic,19110727,6708902
joshua,george,24,rose scott circuit,ponderossa,goonellabah,2464,nsw,19250202,6419725,joshua,cupo,16,greglea village,gabriel place,lobethal,5126,qld,19670425,4178304
joshua,george,24,rose scott circuit,ponderossa,goonellabah,2464,nsw,19250202,6419725,joshua,dowdney,14,wynn street,tathra,bilpiw,2529,vic,19091220,2519977
joshua,george,24,rose scott circuit,ponderossa,goonellabah,2464,nsw,19250202,6419725,joshua,rigly,19,east place,kergunyah,kingaroy,3665,vic,19670613,4096438
joshua,george,24,rose scott circuit,ponderossa,goonellabah,2464,nsw,19250202,6419725,joshua,londrigan,15,mayo strevet,pacificzfhaven,wendouree,2505,sa,19450424,4184958
joshua,george,24,rose scott circuit,ponderossa,goonellabah,2464,nsw,19250202,6419725,joshua,coleman,16,mosman place,aarlee,koouong,3432,nsw,19501024,2640319
joshua,george,24,rose scott circuit,ponderossa,goonellabah,2464,nsw,19250202,6419725,joshua,white,85,hindmarsh drive,hobbi t hole,nambour,3840,vic,19230425,7052918
joshua,george,24,rose scott circuit,ponderossa,goonellabah,2464,nsw,19250202,6419725,joshua,clarke,100,hurley street,phoenix park stud,nollamara,2145,vci,19340629,1162090
joshua,george,24,rose scott circuit,ponderossa,goonellabah,2464,nsw,19250202,6419725,joshua,webb,10,beetaloo street,tongxroo,brigthon,6110,qld,19040213,5702764
joshua,george,24,rose scott circuit,ponderossa,goonellabah,2464,nsw,19250202,6419725,joshua,,203,inlander crescent,,bacchus marsh,5353,nsw,19390804,5849743
mia,shepherd,7,churchill way,greenslopes,seven hills,2449,vic,19760830,3991319,mia,wilkins,22,greenstreet,liselican,darlintgon,3101,,19610512,5342428
blake,ryan,5,,town & country caravn park,bundaberg north,2484,nsw,19850601,6826301,blake,coleman,160,schoales place,court units,berwick,5159,nsw,19930621,7188217
blake,ryan,5,,town & country caravn park,bundaberg north,2484,nsw,19850601,6826301,blake,crook,169,olympus way,glendower,clovely,3429,nsw,19001215,9317676
jasmyn,lowe,48,toohey place,grand central,bicton,3058,nsw,19320918,1430128,jasmyn,simmomnds,101,kingsmill street,euroka,coonabaarbran,3149,nsw,19091211,3041267
jasmyn,lowe,48,toohey place,grand central,bicton,3058,nsw,19320918,1430128,jasmyn,schoettke,14,marien place,rosetta village,,3081,tas,,3129756
ella,blake,14,mckinlay street,cape hawke hosptl medcl centre,wendouree,2060,sa,19770427,9846556,ella,riddell,99,springvale drive,,melville,5012,nsw,19640405,5082521
ella,blake,14,mckinlay street,cape hawke hosptl medcl centre,wendouree,2060,sa,19770427,9846556,ella,perriam,17,chipperfield circuit,kingfisher lodge,north bondi,5022,act,,7801650
nicholas,colantoni,2,illingworth street,mallee downs,st albans,2518,vic,19651019,4914391,nicholas,campbell,23,birchallsetreet,karsul,carnegie,2587,act,19690319,1631489
nicholas,colantoni,2,illingworth street,mallee downs,st albans,2518,vic,19651019,4914391,nicholas,desantis,114,badcoe street,unioncolalge,elermo re vale,3420,nsw,19970305,4864589
michael,bulmeister,4,lewis luxton avenue,kiola,melton south,3101,nsw,19720805,7224448,michael,bulmeoster,4,lewis luxton avenue,kiola,melton south,3101,nsw,19720805,7224448
michael,bulmeister,4,lewis luxton avenue,kiola,melton south,3101,nsw,19720805,7224448,michael,webb,22,karrugangdcircuit,brentwood village,bokarina,2280,nsw,19571020,3226586
michael,bulmeister,4,lewis luxton avenue,kiola,melton south,3101,nsw,19720805,7224448,michael,cheshire,117,william hudson crescent,menora,berkeley vale,3056,act,19330820,4812124
timothy,elphick,28,waratah street,main beach medical centre,maida vale,6069,vic,19391124,3887226,timothy,campbell,28,pokana circuit,,dickson,5097,qld,19950311,7753298
timothy,elphick,28,waratah street,main beach medical centre,maida vale,6069,vic,19391124,3887226,timothy,plum,130,forsythelstreet,breakaway creek es,barrington,5032,vic,19861022,6729470
,alias,24,elkington street,pangani,isle of capri,2145,sa,19650429,8261472,,santi,1,griffiths street,rowethorpe,mckinnon,6163,nsw,19151129,2102559
,alias,24,elkington street,pangani,isle of capri,2145,sa,19650429,8261472,,clarke,117,hurley street,weemilah,tallebugdera,4021,vic,19010403,4822857
,alias,24,elkington street,pangani,isle of capri,2145,sa,19650429,8261472,,oreskovic,16,marrakai strqeet,gooroomon park,ballaat,2035,wa,19710815,4253689
,alias,24,elkington street,pangani,isle of capri,2145,sa,19650429,8261472,,leslie,952,carpenter close,,cantebrry,2340,vic,19950608,2438058
,alias,24,elkington street,pangani,isle of capri,2145,sa,19650429,8261472,,negri,159,hageltho rn street,port rush parade,port macquarie,4702,qld,19260319,4740975
,alias,24,elkington street,pangani,isle of capri,2145,sa,19650429,8261472,,dessart,165,macvitiewplace,brambletye v inyard,lindenow south,4218,,19361017,2517857
,alias,24,elkington street,pangani,isle of capri,2145,sa,19650429,8261472,,cocharne,7,monaro crescent,ballafkona,hendra,4128,qld,19361016,5263623
,alias,24,elkington street,pangani,isle of capri,2145,sa,19650429,8261472,,zimmermann,71,cannonvale whitsunday shopping centre,johnston street,college park,5010,ws,19131126,2103370
,alias,24,elkington street,pangani,isle of capri,2145,sa,19650429,8261472,,clarke,,barangaroo street,apt 8g,blacktown,2615,nsw,19240224,6718271
,alias,24,elkington street,pangani,isle of capri,2145,sa,19650429,8261472,,mounc,92,symers street,donald coburn lodg,ferryden park,2100,qld,19000224,4142857
,alias,24,elkington street,pangani,isle of capri,2145,sa,19650429,8261472,,donaldson,71,mannheim street,sandalford komestead,urangan,2713,nsw,19320608,5103641
,alias,24,elkington street,pangani,isle of capri,2145,sa,19650429,8261472,,george,3,steinwedel atreet,glendal stud,gumdale,6020,vic,19270723,7682028
,alias,24,elkington street,pangani,isle of capri,2145,sa,19650429,8261472,,scappatura,3,reuther treet,wattlz brae,east fremantle,3129,nsw,19390522,5932517
,alias,24,elkington street,pangani,isle of capri,2145,sa,19650429,8261472,,mason,,schomburgk street,mlc centre,beverly hills,4074,tas,19560710,4752429
,alias,24,elkington street,pangani,isle of capri,2145,sa,19650429,8261472,,brain,31,benham street,tagarra,belmont,3161,nsw,19860305,8028191
,alias,24,elkington street,pangani,isle of capri,2145,sa,19650429,8261472,,webb,6,whitty crescent,gowrie,,2286,nsw,19450822,1342488
,alias,24,elkington street,pangani,isle of capri,2145,sa,19650429,8261472,,white,7,supply place,little gundy,oaklands park,2158,nsw,,5239710
,alias,24,elkington street,pangani,isle of capri,2145,sa,19650429,8261472,,kammerman,1,alpen street,,burwood,6154,vic,19360722,6279535
,alias,24,elkington street,pangani,isle of capri,2145,sa,19650429,8261472,,longman,10,wassell place,glenarthur,coffs harbour,0812,qld,19390813,7175344
,alias,24,elkington street,pangani,isle of capri,2145,sa,19650429,8261472,,reew,45,badimara street,easedale lodge,sanctuary point,2257,nsw,19720228,3996047
,alias,24,elkington street,pangani,isle of capri,2145,sa,19650429,8261472,,dixon,13,banambil street,the homestead,lawson,6210,qld,19370314,7753663
,alias,24,elkington street,pangani,isle of capri,2145,sa,19650429,8261472,,hag e,62,livingston avenue,enderlee,nunawading,3350,nsw,19210108,4440855
,alias,24,elkington street,pangani,isle of capri,2145,sa,19650429,8261472,,blackwell,127,ferrier place,northwood npark,chelsea heights,4211,qld,19570409,8541055
mackenzie,rendulic,7,auburn street,lonesome dove,blackbutt,4271,nsw,19700812,5371450,mackenzie,meandey,193,london cigrcuit,,franwston,2148,vic,19600306,9550123
mackenzie,rendulic,7,auburn street,lonesome dove,blackbutt,4271,nsw,19700812,5371450,mackenzie,beams,47,britten-johes drive,shenstone park,bundarra,5108,,,5225201
katelin,campbell,16,sid barnes crescent,,forestdale,2450,wa,19240716,7296237,katelin,capmbell,16,sid barnes cdrescent,,forestdale,2450,wa,19240716,7296237
michael,degasperi,43,rushbrook circuit,lyndale,hamilton north,2228,vic,19951012,2192076,michael,bulmeoster,4,lewis luxton avenue,kiola,melton south,3101,nsw,19720805,7224448
michael,degasperi,43,rushbrook circuit,lyndale,hamilton north,2228,vic,19951012,2192076,michael,webb,22,karrugangdcircuit,brentwood village,bokarina,2280,nsw,19571020,3226586
michael,degasperi,43,rushbrook circuit,lyndale,hamilton north,2228,vic,19951012,2192076,michael,cheshire,117,william hudson crescent,menora,berkeley vale,3056,act,19330820,4812124
michelle,dearing,183,riordan street,dunbar heights,coomera,3219,wa,19000323,4082175,michelle,dearing,183,riordanstreet,dunbar heights,coomera,3219,wa,19000323,4082175
lauren,mcveigh,,bremer street,werribee plaza,cranbourne north,2039,act,19591216,4278721,lauren,perrwe,22,castleton crescent,karinayh,oran ge,7250,act,19820605,6993851
lauren,mcveigh,,bremer street,werribee plaza,cranbourne north,2039,act,19591216,4278721,lauren,white,53,collings street,wollumbi,pacificparadise,3041,nsw,19020813,9250255
lauren,mcveigh,,bremer street,werribee plaza,cranbourne north,2039,act,19591216,4278721,lauren,jeffrues,9,endeavour street,,patonta,2910,wa,19850503,4934969
jake,reid,25,agnew street,sunnyview,toowoomba,3450,vic,19230613,2239660,jake,yeoman,8,hope street,westella,penrith,2047,vic,19870808,2098452
jake,reid,25,agnew street,sunnyview,toowoomba,3450,vic,19230613,2239660,jake,mccart hy,19,jacobs street,the richard house,hoppersc rossing,3021,vic,19501129,9421400
nathan,rees,5,lucy gullett circuit,tintagel,pascoe vale south,4112,wa,19210220,6141854,nathan,green,10,franc p lace,tara p ark,marsden,3337,qld,19060131,8615544
nathan,rees,5,lucy gullett circuit,tintagel,pascoe vale south,4112,wa,19210220,6141854,nathan,otten,,sanford place,howie ci rcuit,little mountain,2448,nsw,19511207,6076799
alexandra,hyland,20,brassey street,unt 3,bundaberg,3047,qld,19030202,9741543,alexandra,vinaev,88,kinsella street,brentwood village,leetokn,2045,act,19161210,5025450
alexandra,hyland,20,brassey street,unt 3,bundaberg,3047,qld,19030202,9741543,alexandra,milalr,1,loureirostreet,kill arney,alice springs,4230,vic,19180327,8677356
alexandra,hyland,20,brassey street,unt 3,bundaberg,3047,qld,19030202,9741543,alexandra,giordano,32,crozier circuit,marsden forest,samflrd,4680,vic,19341104,7610250
alexander,ryan,19,grayson street,medical centre,beecroft,5343,nsw,19720528,7898665,alexander,webb,115,gaby place,albioj grove,springfield,2902,nsw,19760418,5411978
alexander,ryan,19,grayson street,medical centre,beecroft,5343,nsw,19720528,7898665,alexander,crouch,56,spinifex street,cresden1 2182,kedron,5241,vic,19980305,3012627
alexander,ryan,19,grayson street,medical centre,beecroft,5343,nsw,19720528,7898665,alexander,ryan,2,cooksey place,,ormond,2036,qld,19490816,3562579
alexander,ryan,19,grayson street,medical centre,beecroft,5343,nsw,19720528,7898665,alexander,drbmis,47,feltus pkace,springbanks,highton,2041,nsw,19571119,4370533
joshua,clarke,4,ragless circuit,,sylvania,3136,vic,19110818,5574844,joshua,petersen,8,wybalen a grove,lyra park,surry hills,3162,vic,,4895026
joshua,clarke,4,ragless circuit,,sylvania,3136,vic,19110818,5574844,joshua,bralic,76,myleshclose,old gre en hill,beaumaris,6108,vic,19110727,6708902
joshua,clarke,4,ragless circuit,,sylvania,3136,vic,19110818,5574844,joshua,cupo,16,greglea village,gabriel place,lobethal,5126,qld,19670425,4178304
joshua,clarke,4,ragless circuit,,sylvania,3136,vic,19110818,5574844,joshua,dowdney,14,wynn street,tathra,bilpiw,2529,vic,19091220,2519977
joshua,clarke,4,ragless circuit,,sylvania,3136,vic,19110818,5574844,joshua,rigly,19,east place,kergunyah,kingaroy,3665,vic,19670613,4096438
joshua,clarke,4,ragless circuit,,sylvania,3136,vic,19110818,5574844,joshua,londrigan,15,mayo strevet,pacificzfhaven,wendouree,2505,sa,19450424,4184958
