given_name_A,surname_A,street_number_A,address_1_A,address_2_A,suburb_A,postcode_A,state_A,date_of_birth_A,soc_sec_id_A,given_name_B,surname_B,street_number_B,address_1_B,address_2_B,suburb_B,postcode_B,state_B,date_of_birth_B,soc_sec_id_B,match
jessica,winfield,47.0,fullagar crescent,shopping centre,taylors bay,4301,sa,19761107.0,9277281,jessica,wintulich,224.0,hoseaso nstreet,yarrambah,nan,3133,nsw,19380330.0,8634113,0
nan,green,13.0,spowers circuit,brookfield,labrador,5063,nsw,19421213.0,8321036,nan,rundle,3.0,hicks syreet,blackbutwood,oragne,3078,nsw,19380125.0,4860814,0
nicholas,bridgland,8.0,lethbridge street,nan,winston hills,2767,qld,19230404.0,3946937,nicholas,cochrane,845.0,olney place,nan,edithvqle,2450,vix,19260717.0,9800269,0
erin,delacy,16.0,cooinda court,rowethorpe,swan hill,2480,vic,19120628.0,3648623,erin,nguyen,80.0,crotonstreet,rockview aohtead,werrington,2066,nsw,19561212.0,9413029,0
joshua,mortlock,62.0,yates garden,bulala,camperdown,2147,nsw,19180804.0,4756935,joshua,berrpyman,91.0,summerville crescent,medical c entre,mount colah,4221,vic,19070709.0,6570397,0
jessica,osfield,6.0,woinarski place,nan,paddington,7010,qld,19830206.0,9942050,jessica,singleton,40.0,villa 2,tyrrell circuit,farrer,4422,qld,19241115.0,7634940,0
joel,sommariva,27.0,miranda place,sec 2737,rosebery,2264,wa,19681110.0,4235226,joel,campbell,2.0,maclean street,nan,riverstone,3168,vic,19621110.0,8265289,0
joshua,corbin,83.0,tweed place,five oaks,keilor,4818,nsw,19721018.0,7955748,joshua,dixon,60.0,croton street,ethnam arm,surrey hills,2617,nsw,19481014.0,5540614,0
lewis,ryan,10.0,melba street,binna burra mountain lodge,yerrinbool,5118,vic,19591211.0,9701047,lewis,portlok,11.0,english court,nan,burwood,2452,nsw,19240603.0,6036701,0
nan,lowry,6.0,hadleigh circuit,rowethorpe,rossmoyne,2770,sa,19350708.0,6616912,nan,grubb,10.0,berne cresxent,yooringa,st hubertscisland,6539,nsw,19341211.0,6333533,0
thomas,egan,374.0,tipping place,timbara,peterborough,3585,tas,19430730.0,4456007,thomas,berrgy,71.0,plowman place,linto n vlge,daw park,5159,nsw,19010714.0,5972566,0
natassia,grubb,224.0,merv waite street,kookaburra village,currambine,2871,vic,19960704.0,4790954,natassia,mccarthy,16.0,newman mor ris circuit,st john of gos hospital,port sorell,6324,nsw,19761016.0,1123871,0
samuel,matthews,5.0,bindaga street,the spur,seventeen mile rocks,5038,nsw,19580607.0,3679562,samuel,miles,138.0,hawkesbury crescent,nan,northgward,2148,sa,nan,2763477,0
joshua,huxley,12.0,southern close,littledale,maryborough,2517,nsw,19670618.0,1728316,joshua,jollu,815.0,benbullen lwwlline stud,kingston street,thornlie,2546,qld,19200423.0,1559039,0
nan,nguyen,9.0,chaseling street,nan,burwood east,2122,qld,19400119.0,4833200,nan,dixon,13.0,banambil street,the homestead,lawson,6210,qld,19370314.0,7753663,0
sebastian,papageorgiou,129.0,carstensz street,belgravia,cherrybrook,2479,vic,19570326.0,5979503,sebastian,doodhy,10.0,mcintyre street,nan,molong,2061,qld,19881126.0,4712894,0
nan,binns,90.0,plummer street,toowoomba,hoppers crossing,2026,sa,19011227.0,4137992,nan,ranson,34.0,edge place,fernlea,laverton,2008,qld,nan,9730826,0
joshua,browne,28.0,paul coe crescent,the pinnacle,williamstown,2261,vic,19091031.0,4631516,joshua,sherriff,159.0,portus place,sun city resort,blighp ark,2035,qld,nan,6454105,0
joshua,petersen,8.0,wybalena grove,lyra park,surry hills,3162,vic,19420824.0,4895026,joshua,avdic,8.0,archdal l street,nioa,nunawading,3134,nsw,19200415.0,9571448,0
emiily,stronach,555.0,hodgkinson street,triton units,dapto,3199,tas,19830423.0,4516064,emiily,geraghty,75.0,mundine 30 km,sidaway street,berwick,2084,vic,19480422.0,5034488,0
liam,white,33.0,hargrave street,buderim meadows,caulfield,7250,nsw,19140112.0,6654477,liam,graniger,63.0,magrath crescent,brindabella spe cialist centre,mclaren flat,2014,nsw,19690906.0,9030528,0
joshua,george,24.0,rose scott circuit,ponderossa,goonellabah,2464,nsw,19250202.0,6419725,joshua,coleman,16.0,mosman place,aarlee,koouong,3432,nsw,19501024.0,2640319,0
james,lupoi,46.0,mirrool street,walhalla,carlingford,2607,qld,19540202.0,7582894,james,compton,19.0,landsborough street,st john of god hospital,edithvale,2234,nsw,19340309.0,3926610,0
james,thorpe,27.0,cusack place,rockview,largs north,4580,qld,19410413.0,3938054,james,stearnes,8.0,leahy close,nan,bayswater,1395,nsw,19330802.0,9900161,0
mitchell,gohl,165.0,must circuit,dorothy genders vlge,bundaberg north,4130,vic,19410517.0,2812221,mitchell,wilkins,3.0,rowe place,osborneohouse,hampstead gardens,4560,nsw,19291123.0,8024092,0
daniel,gaden,21.0,nan,solander centre,duntroon,6056,qld,19840606.0,3484120,daniel,belperio,17.0,murray vale muhrray valley,templeton street,gawler west,2066,nsw,nan,8978859,0
nan,green,13.0,spowers circuit,brookfield,labrador,5063,nsw,19421213.0,8321036,nan,dieckmann,nan,mckinle circuit,rsl building,panoarma,2225,nsw,19820207.0,8380171,0
nan,webb,15.0,honyong crescent,wurtulla shopping vlge,narooma,4114,qld,19430207.0,5897606,nan,gibb,35.0,tenison-woodsr circuit,the j gms,adamstown heights,6333,nsw,19090430.0,3651633,0
nicholas,jolly,181.0,tullaroop street,federation cove,old toongabbie,2606,wa,19660414.0,3580537,nicholas,milalr,201.0,malandao rchard,temperley street,hyde park,2767,wa,19300617.0,1000123,0
jackson,carbone,133.0,mileham street,nan,carranballac,3139,qld,19180312.0,6993200,jackson,koklas,43.0,villa 2,cousin place,pearcedale,7018,wa,19850701.0,1074399,0
nan,carullo,5.0,longman street,home vlge,mawson,4572,nsw,19260527.0,5895140,nan,homann,45.0,sommers street,professionak centre,vaucluse,4873,vic,19130214.0,7096543,0
amber,grubb,nan,eady street,corella,edithvale,2590,nsw,19850127.0,1191313,amber,hand,64.0,burnside street,cordial afctory,limeburnerscreek,2646,vic,19890422.0,8605183,0
nan,sherriff,97.0,rischbieth crescent,berkeley vlge,macquarie fields,4152,nsw,19510502.0,1541627,nan,haythorpe,60.0,heard street,kangaroo groun dwarrandy road,rosbeud,6149,nsw,19010708.0,6149528,0
benjamin,donnolley,29.0,downward place,ocean star villas,downer,7320,vic,19881009.0,7579389,benjamin,hyland,14.0,coxen street,rowethrpe,yaroomba,5044,vic,19921225.0,8509780,0
emiily,hingston,15.0,paul coe crescent,hawkesbury road,mooroolbark,2565,sa,19711219.0,6897463,emiily,greedn,47.0,craig lace,rosemeade,ashfield,3095,nsw,19580116.0,4427542,0
james,portlock,27.0,lightfoot crescent,linton,frenchs forest,5037,nsw,19330619.0,6392001,james,mcclelland,9.0,chandler street,glen eltin,nan,4350,nsw,19270128.0,5369982,0
joshua,clarke,1.0,savery street,bexley,carnegie,3028,sa,19011101.0,7741570,joshua,red,416.0,mcburney rescent,karingal farm,bayswater north,2165,vic,19160311.0,3652623,0
emma,dent,nan,partridge street,elizabeth residential village,ballarat,2285,vic,19900531.0,1162702,emma,maynard,18.0,chillagoe s treet,little springhurst,lower mitcham,4051,vic,19931210.0,8245281,0
joshua,clarke,1.0,savery street,bexley,carnegie,3028,sa,19011101.0,7741570,joshua,baillei,8.0,de baun crescent,nan,bonython,2173,qld,19650415.0,6504350,0
nan,rees,45.0,badimara street,easedale lodge,sanctuary point,2257,nsw,19720228.0,3996047,nan,dessart,165.0,macvitiewplace,brambletye v inyard,lindenow south,4218,nan,19361017.0,2517857,0
jordan,white,8.0,nan,nan,ryde,2148,vic,19890416.0,6617539,jordan,lock,27.0,tallara arkway,retirement village,manly vale,7520,vic,19070222.0,9835720,0
nan,ebert,96.0,rapanea street,pangani,nan,6061,nsw,19310909.0,9105802,nan,ryan,462.0,badimara street,ainslei house,broken hill,5501,nsw,19580222.0,8797284,0
nan,leslie,925.0,carpenter close,nan,canterbury,2340,vic,19950608.0,2438058,nan,white,72.0,lambrigg street,kelgoola,broadbeach waters,3159,vic,19620216.0,9731855,0
connor,kibby,23.0,antill street,dunmunkle lodge,alice springs,6155,nsw,19740907.0,3575462,connor,bergsma,180.0,ferndlae,tinderry circuit,penrith,3047,nsw,19580116.0,5081459,0
oliver,netteefold,35.0,alphard place,fairlight,semaphore park,3802,vic,19570625.0,4691024,oliver,white,9.0,tillyard drive,tievr tara,hawthorne,3068,nan,19310120.0,8686735,0
noah,wiseman,17.0,wakefield garden,kareela,frenchs forest,6535,nsw,19640101.0,8735485,noah,staude,25.0,mac george place,locnl8200,stratford,6011,wa,19760505.0,9182953,0
nan,teteris,76.0,kellermann close,bondo,brighton,3030,nsw,19381004.0,5797955,nan,hyland,86.0,flanagan street,dodonae a wing,boyup brook,2032,qld,19840708.0,5354642,0
nan,mason,19.0,sheaffe street,nan,burwood,2570,nsw,19461025.0,4113226,nan,tiller,12.0,colebatchplace,brentwood vlge,jesmond,3163,vic,19280518.0,3425576,0
hayley,dolan,59.0,nan,delicate nobby street,deniliquin,5031,qld,19920913.0,1276506,hayley,roles,269.0,newlop street,rabbitiwarren,acacia ridge,7270,vic,19581005.0,7340730,0
flynn,white,26.0,buntine crescent,berkeley vlge,karara,3550,nsw,19980415.0,8345957,flynn,rosato,25.0,la perousw street,cowal,east msitland,7410,wa,19160718.0,6064519,0
thomas,campbell,12.0,fawkner street,the mews royal hotel bldg,ormond,4104,nsw,19631111.0,6974163,thomas,egan,9.0,theiron farm,elvire lace,parkside,3042,nsw,19380131.0,6564635,0
lachlan,coleman,59.0,marsden street,bell place (cnr bell r road,richmond west,3995,tas,19060305.0,2870281,lachlan-john,snelling,20.0,summerville crescent,nan,maldon,3206,vic,19660114.0,7931741,0
jessica,crook,15.0,hilder street,legacy units,moyston,3133,qld,19950421.0,4759618,jessica,osfiled,8.0,woinarski place,nan,paddington,7010,qld,19830206.0,9942050,0
lachlan,clarke,20.0,condamine street,deswod,chester hill,4019,qld,19900626.0,5423805,lachlan,rees,25.0,darwinia terrace,nan,ulverstone,3162,vic,19131017.0,1414477,0
casey,croker,137.0,summerville crescent,shalestone,wanniassa,2602,sa,19471226.0,3095657,casey,flatan,3.0,wyselaskie circuit,nan,mentone,7205,vic,nan,9564028,0
thomas,egan,374.0,tipping place,timbara,peterborough,3585,tas,19430730.0,4456007,thomas,montalvo,209.0,nan,medical v entre,wanniassa,2905,sa,19020302.0,9993328,0
ethan,hage,62.0,livingston avenue,enderlee,nunawading,3350,nsw,19210108.0,4440855,ethan,wihtr,nan,barwell place,ore el,ashfield,3941,sa,19830825.0,2215887,0
jasper,morrish,6.0,mirrool street,bristin,mosman,2745,nsw,19640228.0,1807750,jasper,dorling,155.0,dowling street,gateway vlgefcaravn park,upwey,2069,nsw,19470208.0,2142730,0
nan,clarke,nan,edkins street,conmurra,robina,2162,nsw,19360520.0,2120525,nan,milla,1.0,bandulla street,sherwood,forcett,3463,tas,19580204.0,7520191,0
joshua,akot,8.0,edmunds place,villa 18,dapto,6071,vic,19010703.0,3188786,joshua,lowe,15.0,patton place,redlands,tarcutta,4705,sa,19120201.0,7132911,0
talia,allard,2.0,groom street,fair lea,newmarket,6064,qld,19060220.0,2778608,talia,mccarhy,nan,bournestmreet,locn 3439,deer park,3198,nsw,19730822.0,7901066,0
daniel,harrington,nan,la perouse street,bull plain,bogangar,3173,vic,19030123.0,4348887,daniel,nykamop,10.0,jingara cottage,baanenuc,warburton,3806,nsw,19611221.0,3482588,0
amber,webb,25.0,toolambi street,villa 235 henry kendall vlge,helens hill,6156,sa,19470715.0,7791091,amber,coleman,13.0,lennard street,barnawartha,wendouree,4163,vic,19960625.0,2700453,0
nan,robson,10.0,flegg crescent,kuliup,woongarrah,3149,nsw,19880603.0,6084403,nan,haren,14.0,finlayson place,colloca vale,mooroolbark,7050,vic,19180426.0,5885583,0
joshua,wardle,13.0,pennefather street,greenlake,joondanna,2605,act,19450501.0,4072887,joshua,trait,94.0,batchelor street,kurrajong,mirboo north,2259,sa,19161010.0,9285169,0
nan,campbell,4.0,dunbar street,delicate nobby street,cloverdale,2528,vic,19480406.0,8607518,nan,webb,6.0,whitty crescent,gowrie,nan,2286,nsw,19450822.0,1342488,0
thomas,campbell,35.0,lethbridge street,scenic lodge,paddington,2450,nsw,19610710.0,5974512,thomas,boielau,8.0,nan,felbrigg,shefdield,4300,nsw,19111221.0,4100557,0
benjamin,berry,4.0,glenmaggie street,trewilga,kariong,3064,qld,19220905.0,3664258,benjamin,fiorenza,20.0,nan,boronia lodge,batemans bay,2295,wa,19451117.0,4087941,0
nan,klemm,43.0,clem hill street,nan,st kilda,4205,qld,19751020.0,5119969,nan,nabialek,nan,warby place,somerset cottage,margaret river,2224,sa,19191126.0,2473424,0
arabella,sorsa,29.0,corringle close,mari-ma farm,mulgrave east,4871,qld,19450119.0,2313601,arabella,holyoak,49.0,hughes crescent,b,malvern,4405,wa,19280311.0,1284712,0
connor,toms,22.0,taggerty street,vivigani,malvern east,7310,qld,19991026.0,6080369,connor,vincent,nan,woolner circuit,nan,geraldton,2560,qld,19811218.0,9810666,0
bethany,finlay,353.0,capella crescent,haigh park,broken hill,2111,vic,19660601.0,3594609,bethany,steers,3.0,temperleustreet,parkside flats,east aitland,4210,vic,19610825.0,5823896,0
isabella,coleman,160.0,schoales place,court units,berwick,5159,nsw,19930621.0,7188217,isabella,crimes,5.0,newbu place,gracemece grdns,cecil hills,5351,viv,nan,2238755,0
solomon,boecke,42.0,dirrawan garden,nan,whitfield,2099,qld,19321217.0,7045068,solomon,wasson,37.0,hewlett circuit,utopia,mermaid waters,3021,tas,19840211.0,4681625,0
nan,dixon,13.0,salsola street,the homestead,lawson,6210,qld,19370314.0,7753663,nan,mccarthy,313.0,biggs place,john flynn medical centre,highett,5086,nsw,19431221.0,1133389,0
lachlan,stanley,28.0,cottam place,plainview,mount samson,7310,nsw,19740824.0,4200578,lachlan,boothroyd,101.0,elkington street,witsend,waterloo,6085,sk,19600904.0,5764782,0
riley,clarke,12.0,edwell place,bonnie,eatons hill,3218,nsw,19570717.0,3007913,riley,uyttemhowve,nan,outtrim avenue,gowrie,crows nest,2262,sa,19571232.0,1679030,0
joshua,mason,47.0,crisp circuit,deergarden caravn park,chinchilla,3799,vic,19390402.0,8753102,joshua,trait,94.0,batchelor street,kurrajong,mirboo north,2259,sa,19161010.0,9285169,0
olivia,moody,10.0,mimosa close,bowillia court,hahndorf,7316,nsw,19620505.0,4040256,olivia,sieq,41.0,culgoa circuit,brindabella specialist centre,cooloongup,2085,wa,19341220.0,7170445,0
ruby,parashar,773.0,tytherleigh street,the willows,eastwood,4605,sa,19900510.0,1990268,ruby,bellchambers,298.0,winnecke street,siesta caravn park,mosman,2330,tas,nan,2384529,0
ella,ryan,18.0,marshall street,mayflower retrmnt vlge,coolaroo,2365,wa,19510519.0,7463223,ella,wisy,91.0,kingscote crescent,nan,homebjsh,2291,wa,19920720.0,9301098,0
nan,lodge,634.0,companion crescent,argyle,ballina,2161,nsw,19020407.0,1555679,nan,noble,5.0,belgravia estate,carnegie crescent,glenwoyod,5119,vic,19120724.0,8141708,0
hannah,quilliam,1.0,osburn drive,black snake creek,geurie,3121,nsw,19220309.0,8176103,hannah,coleman,12.0,canopusmrcescent,school house,port kembla,2795,qld,19010422.0,1651755,0
nan,ryan,480.0,britten-jones drive,yulgilbah,roxburgh park,7054,nsw,19610512.0,6344786,nan,nguyen,8.0,wardill close,st francuis vlge,sunshine beach,3174,vic,19461016.0,4768225,0
jye,marlow,2.0,meeson street,barakee,blackall,5223,nsw,19110728.0,8601970,jye,feleppa,72.0,nan,bowtells caravn park,carrara,3630,nan,19691127.0,9051864,0
nan,czarnik,10.0,bunbury street,glenavon,ulmarra,4225,qld,19601222.0,3960160,nan,della-veede,113.0,rivett street,glen eden,figtree,2660,vic,19010271.0,8895395,0
stella,mason,408.0,kallara close,the parks,mount eliza,4122,wa,19510426.0,7535262,stella,clarke,11.0,leist strewt,emerald banks,burnie,3152,wa,19020227.0,6990160,0
matthew,widdowson,304.0,shain place,canberra hse,laverton,4878,nsw,19450221.0,8346142,matthew,lock,14.0,shoalhaven avenue,nootina,ringowod,2207,sa,19931125.0,3915530,0
jacob,ditty,19.0,woralul street,secatry,morwell,3153,qld,19670501.0,1212121,jacob,weaeer,27.0,fergusonfcircuit,braeburn,hoppers crossing,6062,nsw,19231001.0,4297631,0
ruby,donaldson,42.0,nan,glenbrook orchard,appin,2035,tas,19141014.0,3742981,ruby,mason,24.0,cruikshank street,yammacoona,tarragindi,5606,vic,19090627.0,4941274,0
nan,ryan,20.0,ashburton circuit,wilderness,cressy,2580,vic,19890211.0,3864187,nan,scappatura,3.0,reuther treet,wattlz brae,east fremantle,3129,nsw,19390522.0,5932517,0
nan,beattie,56.0,howchin place,nan,mount isa,3912,vic,19980913.0,3509530,nan,dixovn,4.0,tytherleigh street,nan,albany creek,2097,nsw,19040831.0,8170333,0
nan,colquhoun,11.0,strong place,ocean star villas,modbury,2213,qld,19621022.0,3058669,nan,wilde,8.0,laidleyplace,halfmoon sotation,burnet theads,4702,nsw,19001220.0,4981478,0
lucas,daysh,11.0,bolger place,blackrange road,andrews,4130,vic,19701026.0,7306086,lucas,whiten,56.0,mcgivern crescent,nan,prospect,4650,vkc,19400902.0,2640399,0
holly,matthews,47.0,mountain circuit,nan,west lakes shore,5085,nsw,19721010.0,5642441,holly,ryan,18.0,fallins palce,frm 654,safety bay,2074,qld,19310814.0,7222933,0
lily,berry,77.0,crofts crescent,railway cottage,rose bay,3340,sa,19590415.0,6015647,lily,nobel,24.0,stonehaven crescent,aga rabi,emerald,2145,vic,19981015.0,3188848,0
georgia,demetriou,17.0,canberra avenue,glen brae,ballina,3871,nsw,19200828.0,1391870,georgia,metaxiotis,15.0,augustus way,nan,tuart hill,3196,vic,19130627.0,5883327,0
chloe,bastiaans,49.0,sturdee crescent,rowethorpe,toowoomba,2232,vic,19470305.0,1208800,chloe,setlhong,4.0,nunki place,yacklin,cronulla,6614,act,19950628.0,2829638,0
lauren,jeffries,154.0,endeavour street,bangaroo (cnr willowvale r road,patonga,2190,wa,19850503.0,4934969,lauren,green,8.0,howe cosecent,nan,suffolk park,3215,nsw,19980822.0,1363900,0
jacob,ditty,19.0,woralul street,secatry,morwell,3153,qld,19670501.0,1212121,jacob,kapeller,5.0,mountvernog drive,noelurma,toowoomba,2216,vic,19361129.0,5761018,0
nan,stubbs,175.0,aspinall street,cruachan,albany creek,5162,vic,19380924.0,6966319,nan,kothe,12.0,breona olace,lakes retirement estate,highton,4207,nsw,19620821.0,7592380,0
nan,collinson,8.0,parrabel place,fraser lodge,elwood,2420,vic,19100819.0,5602774,nan,milla,1.0,bandulla street,sherwood,forcett,3463,tas,19580204.0,7520191,0
nan,webb,nan,mclachlan street,anukana,eastwood,2112,vic,19170509.0,8331654,nan,chandler,183.0,macnamara place,st johnof god hospital,greenwith,2047,wa,19011201.0,6692802,0
daniel,fysh,27.0,appel crescent,wildes mdw,hermit park,2333,nsw,19620207.0,8595168,daniel,george,28.0,riley place,coloolivillage,paddington,2630,nsw,19580820.0,4862317,0
nan,beattie,56.0,howchin place,nan,mount isa,3912,vic,19980913.0,3509530,nan,nan,8.0,conlon cdrscent,the provincial,balwyn north,7262,qld,19620323.0,2264634,0
joshua,coleman,16.0,mosman place,aralee,kooyong,3431,nsw,19501024.0,2640319,joshua,webb,63.0,decker place,docker rivercommunity,morphettville,2420,nsw,19690619.0,9196315,0
blake,kontopoulos,1.0,genoa street,coolinda,penrith,2763,wa,19181122.0,4193541,blake,milesm,147.0,traeger street,cabrini medic al centre,port noarlunga south,3130,nsw,19811230.0,6803144,0
emiily,green,31.0,julius street,appleglen,mount colah,2290,vic,19340525.0,7373124,emiily,mccarthy,10.0,mcintosh tsreet,kiloran,port fairy,6110,nsw,19330313.0,6901115,0
jack,fitzpatrick,16.0,norman street,lort heights,scarborough,2527,nan,19190814.0,5911934,jack,carvone,55.0,wrenfordsley place,nan,moira,2038,vic,19710726.0,1202844,0
nan,manzie,33.0,hemmant street,lasswade,ormond,3150,qld,19560714.0,7289058,nan,staunton-smith,68.0,kookaburra village,frome street,broken hill,2870,vic,19820117.0,6922783,0
gabrielle,blake,360.0,hardwick crescent,carramar home,camp hill,2010,qld,19960302.0,5207765,gabrielle,finlay,14.0,lipman street,willowcrnest,park holme,2680,vic,19880609.0,2407770,0
nan,nabialek,nan,warby place,nan,margaret river,2224,sa,19191126.0,2473424,nan,goode,23.0,cane place,cukbone,manly bale,2602,vic,19840402.0,7430736,0
michael,stagoll,nan,tyson street,bypass road,cleveland,3150,nsw,19190521.0,3941516,michael,daech,55.0,batman street,rockview,salisbury east,3523,nsw,19130907.0,9846815,0
caitlin,khammash,359.0,carbeen street,salimtal,elsternwick,2430,nsw,19810113.0,7990656,caitlin,gatward,6.0,pokana circuit,cerbrus,thornlie,2810,nws,19790927.0,1186199,0
nan,lodge,634.0,companion crescent,argyle,ballina,2161,nsw,19020407.0,1555679,nan,hyland,86.0,flanagan street,dodonae a wing,boyup brook,2032,qld,19840708.0,5354642,0
thomas,kinnane,10.0,centaurus street,water view,bondi junction,2010,nsw,19700907.0,9269196,thomas,quas,6.0,fiveash sreet,nan,st clair,4565,vic,19730804.0,9009452,0
chloe,lowe,344.0,phillip avenue,lewin lodge,deagon,4306,wa,19840502.0,6220613,chloe,rawlings,19.0,nan,mortlac h,bicton,7024,nan,19520707.0,4200847,0
jack,browne,80.0,bargang crescent,tulgeywood,carlingford,3163,qld,19131123.0,2843200,jack,whtie,nan,herbert crescent,fourways,north pinjarra,2261,nsw,19830827.0,3374161,0
nan,ebert,96.0,rapanea street,pangani,nan,6061,nsw,19310909.0,9105802,nan,wanders,453.0,louis loder street,hilltop iew motel,avoca,2284,qld,19120509.0,3198280,0
emiily,mees,31.0,campbell street,lingard,elwood,3805,wa,19301201.0,4611758,emiily,excell,10.0,druittplace,tharlane,salisbury,3478,vic,19390713.0,5109979,0
zachary,dixon,18.0,couchman crescent,yarrimbah,wantirna,2132,vic,19400312.0,6746706,zachary,clarke,250.0,nan,waiweer,rochedales outh,3550,vic,19200830.0,4054598,0
blake,smithson,31.0,cavanaugh street,holmleigh,canley vale,4170,wa,19550815.0,2675546,blake,crook,169.0,olympus way,glendower,clovely,3429,nsw,19001215.0,9317676,0
matthew,browne,392.0,parsons street,north star resort,slacks creek,4501,qld,19720102.0,9033952,matthew,etheridge,113.0,louis loder street,wood crest,frenchs forest,3015,vic,19950128.0,5585524,0
nan,berry,276.0,victoria street,coorabil,bayswater,3166,nsw,19250620.0,3866668,nan,clarkd,nan,streeter place,riverside plaza,port lincoln,2090,sa,19700607.0,1250298,0
nan,ryan,20.0,ashburton circuit,wilderness,cressy,2580,vic,19890211.0,3864187,nan,longman,10.0,wassell place,glenarthur,coffs harbour,812,qld,19390813.0,7175344,0
kate,tantschev,99.0,knox street,fronda,buronga,5158,qld,19870422.0,6536232,kate,mcmullen,24.0,nan,fairholme,port mscquarie,2470,qld,19940928.0,1366439,0
jack,akkermans,149.0,spofforth street,willera,broken hill,5157,wa,19130710.0,8370439,jack,steinert,21.0,lamington street,st franc is village,holden hill,7019,sa,19680119.0,5389848,0
matthew,dibble,58.0,candlebark close,mt callan,acacia ridge,5253,vic,19341010.0,2053693,matthew,adair,6.0,langdon avenue,nan,upwey,3095,sa,19031126.0,6474688,0
nan,dixon,13.0,salsola street,the homestead,lawson,6210,qld,19370314.0,7753663,nan,collibnson,8.0,parrabel place,fraser lodge,elwozoc,2420,vic,19100819.0,5602774,0
amber,canavan,nan,nan,karinga park,hawthorn,2540,vic,19820904.0,1356716,amber,durnin,41.0,hindmarsh drive,walmoutn,knoxfield,3643,vic,19521010.0,8760281,0
deakin,peachey,16.0,officer crescent,tesbury,nollamara,2144,tas,19690824.0,8507376,deakin,nguyen,142.0,pasco street,erinsrest,marlo,4560,tas,19060928.0,1380475,0
nan,berry,276.0,victoria street,coorabil,bayswater,3166,nsw,19250620.0,3866668,nan,kars,120.0,gurrang svenue,nan,rosslea,3241,vic,19880426.0,5932561,0
joshua,blake,5.0,norman street,broombie stud,taringa,6009,vic,19740218.0,5842286,joshua,campbell,nan,jonsson court,nan,bayswater,6353,nsw,19261206.0,6149683,0
nan,webb,nan,mclachlan street,anukana,eastwood,2112,vic,19170509.0,8331654,nan,portlock,27.0,lightfoot crescent,linton,frenchs forest,5037,nsw,19330619.0,6392001,0
lachlan,goldsworthy,5.0,wanganeen avenue,howie circuit,sheidow park,2031,sa,19380108.0,4133306,lachlan,ryan,38.0,leven street,pyramid caravn park,bulimba,2251,qld,19010120.0,7889345,0
nicholas,dixon,60.0,archibald street,nan,dalyston,2154,vic,19230212.0,6851976,nicholas,fanraatree,nan,biddell place,st francis vlge,hoppers crossing,2193,sa,19690803.0,4228917,0
amy,steinert,20.0,werriwa crescent,kangaroo grnd,hillston,5251,nsw,19411122.0,7428687,amy,hawes,68.0,hyne p cace,nan,mentone,6022,nsw,19400129.0,5599177,0
nan,green,13.0,spowers circuit,brookfield,labrador,5063,nsw,19421213.0,8321036,nan,robson,10.0,flegg crescent,kuliu p,woongarrah,3149,nsw,19880603.0,6084403,0
nan,motbey,43.0,badimara street,rowethorpe,rosebud,3345,nsw,19500328.0,3314402,nan,dojcic,15.0,barracloug h crescent,brookvale,tplga,2205,qld,19990331.0,7180230,0
lucy,lavokovic,8.0,hobart place,public school reserve,vermont south,2761,sa,19900925.0,4722145,lucy,eglinton,15.0,jefferis street,nan,midway point,3050,wa,19070301.0,3897066,0
hannah,white,2.0,gallagher street,fairholme,aspendale gardens,2505,nsw,19840119.0,9007134,hannah,miles,1.0,majura avenue,locn 2916,kiall,2617,qld,19930602.0,1629688,0
nicholas,champion de crespign,8.0,deuchar close,lanena lodge,ryde,3181,qld,19230403.0,3235310,nicholas,milalr,201.0,malandao rchard,temperley street,hyde park,2767,wa,19300617.0,1000123,0
chelsea,miles,23.0,illawarra court,rosehill,greensborough,2230,qld,19950926.0,1751900,chelsea,baillie,93.0,keane tlace,villa 36 sovereign garden,st ives,3875,vic,19040318.0,3338604,0
nan,webb,168.0,booroondara street,the willows,lakes entrance,3179,vic,19911219.0,6504363,nan,kukla,3.0,dines place,bayford cottage,blue haven,2526,vic,19240628.0,5073770,0
nan,della-verde,113.0,rivett street,glen eden,figtree,2606,vic,19010217.0,8895395,nan,lamprey,16.0,bavin street,nan,goodwood,3260,nsw,19490504.0,2250069,0
chloe,tennent,12.0,carstensz street,john curtin hostel,ringwood,2295,vic,19980713.0,9606434,chloe,vincent,196.0,goodwin street,rosehill,wallsend,2745,wa,19140726.0,4286524,0
nan,green,13.0,spowers circuit,brookfield,labrador,5063,nsw,19421213.0,8321036,nan,clarke,14.0,nan,rowethorpe,newcastle,2202,vic,19670314.0,9542197,0
dylan,yen,83.0,duffy street,apt 2005,keilor,6056,nsw,19890827.0,5035246,dylan,gillard,22.0,ryrie street,lithgo wvale,corryong,5152,nsw,19410128.0,6232488,0
jack,redmond,6.0,beaver place,john flynn medical centre,surry hills,4165,qld,19321116.0,4060196,jack,dimonte,104.0,mckeahniestreet,carinyah station,woy woy,2142,nsw,nan,4854960,0
jack,morrison,109.0,leahy close,the willows,edensor park,3068,qld,19480822.0,1000754,jack,waller,31.0,currie crescent,sumner hill,bayswster,3579,vic,19550324.0,8581279,0
nan,nabialek,nan,warby place,nan,margaret river,2224,sa,19191126.0,2473424,nan,rollins,28.0,flinders way,lazy acres,kilsyth,3775,nsw,19941004.0,3535164,0
